source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
مَشْنُوق,mashnuuq,mashnuuq,True,8,8,0-9,0-9,harakat_top_prediction
اِشْتِبِك,2ishtibik,2ishtabak,False,9,9,0-9,0-9,harakat_top_prediction
أَنْذَر,2anzar,2andar,False,7,6,0-9,0-9,harakat_top_prediction
صَوَّن,sawwin,sawwin,True,6,6,0-9,0-9,harakat_top_prediction
خَلِيلِي,khaliili,khaliili,True,8,8,0-9,0-9,harakat_top_prediction
اِنْهَزَم,2inhazam,2inhizim,False,9,8,0-9,0-9,harakat_top_prediction
أَثْرِي,2asari,2asri,False,7,6,0-9,0-9,harakat_top_prediction
أَكَلْبَن,2akalban,2aklab,False,9,8,0-9,0-9,harakat_top_prediction
كَمَّد,tshammad,kammad,False,6,8,0-9,0-9,harakat_top_prediction
مَرْغُوب,marghuub,marghuub,True,8,8,0-9,0-9,harakat_top_prediction
اُطْرُق,2utruq,2itraq,False,7,6,0-9,0-9,harakat_top_prediction
مَكَانِي,makaayin,makaani,False,8,8,0-9,0-9,harakat_top_prediction
مُمْتَاز,mumtaaz,mumtaaz,True,8,7,0-9,0-9,harakat_top_prediction
سَلَط,sallat,sallat,True,5,6,0-9,0-9,harakat_top_prediction
سَهَّر,sahhir,sahhir,True,6,6,0-9,0-9,harakat_top_prediction
يُنْقُر,ynaqqir,yinqar,False,7,7,0-9,0-9,harakat_top_prediction
رَمَّل,rammil,rammil,True,6,6,0-9,0-9,harakat_top_prediction
مْحَنِّص,m7annas,m7annis,False,8,7,0-9,0-9,harakat_top_prediction
أَكَنَّم,2akammin,2akannam,False,8,8,0-9,0-9,harakat_top_prediction
ينَهِّج,ynahhidj,yinhadj,False,7,8,0-9,0-9,harakat_top_prediction
يِنْهِلِك,yinhilik,yinhilik,True,9,8,0-9,0-9,harakat_top_prediction
إِجرينَا بَالفلقة سوَا,2ijreena bilfalqa sawa,2ijiir naaqab 2ilfusa,False,22,22,20-29,20-29,harakat_top_prediction
يِنْقَال,yinqaal,yinqaal,True,8,7,0-9,0-9,harakat_top_prediction
اِعْتَب,2i3tab,2i3tab,True,7,6,0-9,0-9,harakat_top_prediction
اِتْسَلَّى,2itsalla,2itsalla,True,10,8,10-19,0-9,harakat_top_prediction
بَاشِر,baashar,baashir,False,6,7,0-9,0-9,harakat_top_prediction
صَاب,saab,saab,True,4,4,0-9,0-9,harakat_top_prediction
قُوم,qawm,quum,False,4,4,0-9,0-9,harakat_top_prediction
جَنّ الكَير بَك,jinni 2illi yirkabak,jann 2ilkarab yyabak,False,15,20,10-19,20-29,harakat_top_prediction
فَنْتَز,fantiz,fantaz,False,7,6,0-9,0-9,harakat_top_prediction
نَهَب,nahib,nahhib,False,5,5,0-9,0-9,harakat_top_prediction
يسَجِّد,yisjud,ysajjid,False,7,6,0-9,0-9,harakat_top_prediction
اِنْطَبَق,2intibiq,2intibiq,True,9,8,0-9,0-9,harakat_top_prediction
مَصِل,masil,masal,False,5,5,0-9,0-9,harakat_top_prediction
اِتْسَافَل,2itsaafal,2itsaafal,True,10,9,10-19,0-9,harakat_top_prediction
سَلَّاسِة,salaase,sallaase,False,9,7,0-9,0-9,harakat_top_prediction
تْرَاسَل,traasal,traasal,True,8,7,0-9,0-9,harakat_top_prediction
اِشْتِرِك,2ishtarak,2ishtarak,True,9,9,0-9,0-9,harakat_top_prediction
خَابْزُه وعَاجْنُه,khaabzo wu3aajno,khaabuuz 3ajunha,False,18,16,10-19,10-19,harakat_top_prediction
لَهَث,lahith,lahhith,False,5,6,0-9,0-9,harakat_top_prediction
شغل بَالي,shaghal baali,shaghal bilgha,False,9,13,0-9,10-19,harakat_top_prediction
طبخ رَاسي,tabakh raasi,tabakh raasi,True,9,12,0-9,10-19,harakat_top_prediction
حَجّ,7ajj,7ijj,False,4,4,0-9,0-9,harakat_top_prediction
كَلْكُول,kalkuul,kalkuul,True,8,7,0-9,0-9,harakat_top_prediction
اِتْقَرَّح,2itqarra7,2itqarra7,True,10,9,10-19,0-9,harakat_top_prediction
اِنْغَمَس,2inghimis,2inghamas,False,9,9,0-9,0-9,harakat_top_prediction
اِتْدَلْعَن,2iddal3an,2iddal3an,True,11,9,10-19,0-9,harakat_top_prediction
مَعْدُوم,ma3duum,ma3duum,True,8,7,0-9,0-9,harakat_top_prediction
اِسْتَهْوَى,2istahwa,2istahwa,True,11,8,10-19,0-9,harakat_top_prediction
قَذِر,qazir,qadhir,False,5,5,0-9,0-9,harakat_top_prediction
تَعْلِيلِة,ta3liile,ta3liile,True,10,8,10-19,0-9,harakat_top_prediction
جَقَم,jiqim,djaqam,False,5,5,0-9,0-9,harakat_top_prediction
اِتْطَفَّل,2ittaffal,2ittaffal,True,10,9,10-19,0-9,harakat_top_prediction
إِعَارَة,2i3aara,2i3aara,True,8,7,0-9,0-9,harakat_top_prediction
وَدِّي,waddi,waddi,True,6,5,0-9,0-9,harakat_top_prediction
تْشَحْتَف,tsha7taf,tsha7taf,True,9,8,0-9,0-9,harakat_top_prediction
أَجِّل,2ajall,2ajjil,False,6,6,0-9,0-9,harakat_top_prediction
اِحذر عدوك مرة وصَاحبك مية,2i7zar 3aduuwak marra wsa7bak miit marra,2i7zar 3aduuwwak marra masa7bara,False,26,40,20-29,40-49,harakat_top_prediction
يِتْفَكْهَن,yitfakhan,yitfakhan,True,11,9,10-19,0-9,harakat_top_prediction
صَدْمِة,sadme,sadme,True,7,5,0-9,0-9,harakat_top_prediction
خَنِّن,khannin,khannan,False,6,7,0-9,0-9,harakat_top_prediction
الدَّايِم الله,2addaayim 2illa,2iddaayim 2illa,False,14,15,10-19,10-19,harakat_top_prediction
دَبْلَجِة,dablaje,dablaje,True,9,7,0-9,0-9,harakat_top_prediction
فَاس,faas,faas,True,4,4,0-9,0-9,harakat_top_prediction
زَارُوبِة,zaruube,zaaruube,False,9,7,0-9,0-9,harakat_top_prediction
مِتْحَفِّظ,mit7affiz,mit7affiz,True,10,9,10-19,0-9,harakat_top_prediction
يحَزِّن,yi7zan,y7azzin,False,7,6,0-9,0-9,harakat_top_prediction
سَلَاطِين,salaatiin,salaatiin,True,9,9,0-9,0-9,harakat_top_prediction
اِنقطعت لقمته,2inqat3at luqimto,2inqata3 matlaqo,False,13,17,10-19,10-19,harakat_top_prediction
يشَخِّت,yishkhat,yshakhkhit,False,7,8,0-9,0-9,harakat_top_prediction
دَرَّاسِة,draase,darraase,False,9,6,0-9,0-9,harakat_top_prediction
يِتْعَوَّد,yit3awwad,yit3awwad,True,10,9,10-19,0-9,harakat_top_prediction
عَبِيض,3abeed,3abiid,False,6,6,0-9,0-9,harakat_top_prediction
إِخِص عليك,2ikhs 3aleek,2ikhsil 3akhi,False,10,12,10-19,10-19,harakat_top_prediction
بَيت خَرَاب,beet kharaab,beet kharab,False,11,12,10-19,10-19,harakat_top_prediction
تَحْمِيل,ta7miil,ta7miil,True,8,7,0-9,0-9,harakat_top_prediction
يِتْشَرَّح,yitsharra7,yitsharra7,True,10,10,10-19,10-19,harakat_top_prediction
اِسْتَضَاف,2istadaaf,2istadaaf,True,10,9,10-19,0-9,harakat_top_prediction
عَطَس,3atas,3attis,False,5,5,0-9,0-9,harakat_top_prediction
كَتْلِة,kutle,katle,False,7,5,0-9,0-9,harakat_top_prediction
يِتْبَاهَى,yitbaaha,yitbaaha,True,10,8,10-19,0-9,harakat_top_prediction
اِنْفِزِع,2infaza3,2infaza3,True,9,8,0-9,0-9,harakat_top_prediction
خَرْبُوش,kharbuush,kharbuush,True,8,9,0-9,0-9,harakat_top_prediction
يعِيد مأسَاة,y3iid ma2saat,y3iid 2asaame,False,12,13,10-19,10-19,harakat_top_prediction
يِنْلِهِد,yinlihid,yinlihid,True,9,8,0-9,0-9,harakat_top_prediction
اِضْحَك,2id7ak,2id7ak,True,7,6,0-9,0-9,harakat_top_prediction
تْرَأّف,tra22af,tra22af,True,7,7,0-9,0-9,harakat_top_prediction
فَايِد,faayid,faayid,True,6,6,0-9,0-9,harakat_top_prediction
مَلَا,mala,mala,True,5,4,0-9,0-9,harakat_top_prediction
يِتْطَرْمَخ,yittarmakh,yittarmakh,True,11,10,10-19,10-19,harakat_top_prediction
زَرْدَمِة,zurdumme,zardame,False,9,8,0-9,0-9,harakat_top_prediction
مَهْزُور,mahzuur,mahzuur,True,8,7,0-9,0-9,harakat_top_prediction
شَايِف تعَايِف,shaayif ta3aayif,shaayif 3aati,False,14,16,10-19,10-19,harakat_top_prediction
أَكَل قَتْلِة,2akil qatle,2akla tiqale,False,13,11,10-19,10-19,harakat_top_prediction
يِتْصَرَّح,yitsarra7,yitsarra7,True,10,9,10-19,0-9,harakat_top_prediction
تْفَرْطَح,tfarta7,tfarta7,True,9,7,0-9,0-9,harakat_top_prediction
تَشْلِيخ,tashliikh,tashliikh,True,8,9,0-9,0-9,harakat_top_prediction
مَخْلُوف,makhluuf,makhluuf,True,8,8,0-9,0-9,harakat_top_prediction
رَاكِي,raaki,raaki,True,6,5,0-9,0-9,harakat_top_prediction
تَصْوِير,taswiir,taswiir,True,8,7,0-9,0-9,harakat_top_prediction
لَمَا,lammalamman,lama,False,5,11,0-9,10-19,harakat_top_prediction
دَقْمَق,daqmaq,daqmiq,False,7,6,0-9,0-9,harakat_top_prediction
اِحْلِب,2i7lib,2i7lib,True,7,6,0-9,0-9,harakat_top_prediction
أَجْوَاد,2ajwaad,2ajwaad,True,8,7,0-9,0-9,harakat_top_prediction
يِتْفَوَّق,yitfawwaq,yitfawwaq,True,10,9,10-19,0-9,harakat_top_prediction
سُوء,suu2,suu2,True,4,4,0-9,0-9,harakat_top_prediction
فَخْفَخَة,fakhfakha,fakhfakha,True,9,9,0-9,0-9,harakat_top_prediction
اِنْتَزَع,2intaza3,2intaza3,True,9,8,0-9,0-9,harakat_top_prediction
فَرَّز,farraz,farriz,False,6,6,0-9,0-9,harakat_top_prediction
أَلِّف,2alf,2allif,False,6,4,0-9,0-9,harakat_top_prediction
اُفْطُر,2aftir,2iftar,False,7,6,0-9,0-9,harakat_top_prediction
دَمَّل,damal,dammal,False,6,5,0-9,0-9,harakat_top_prediction
كَفَّل,kifil,kaffil,False,6,5,0-9,0-9,harakat_top_prediction
اِقْفَل,2iqfil,2iqfal,False,7,6,0-9,0-9,harakat_top_prediction
يدَرِّس,ydarris,yidrus,False,7,7,0-9,0-9,harakat_top_prediction
أَجْزَاء,2ajzaa2,2ajzaa2,True,8,7,0-9,0-9,harakat_top_prediction
اِتْوَعَّك,2itwa33ak,2itwa33ak,True,10,9,10-19,0-9,harakat_top_prediction
فَرْعِن,far3an,far3in,False,7,6,0-9,0-9,harakat_top_prediction
يِتْمَخْتَر,yitmakhtar,yitmakhtar,True,11,10,10-19,10-19,harakat_top_prediction
وَسِيط,wasiit,wasiit,True,6,6,0-9,0-9,harakat_top_prediction
حَاكِي,7aaki,7aaki,True,6,5,0-9,0-9,harakat_top_prediction
رَجْفِة,rajfe,rajfe,True,7,5,0-9,0-9,harakat_top_prediction
يبَكِّس,ybakkish,ybakkis,False,7,8,0-9,0-9,harakat_top_prediction
قَاد,qaad,qaad,True,4,4,0-9,0-9,harakat_top_prediction
مْخَاوَاة,mkhaawaa,mkhaawa,False,9,8,0-9,0-9,harakat_top_prediction
أَرْبَاح,2arbaa7,2arbaa7,True,8,7,0-9,0-9,harakat_top_prediction
وَبَاء,wabaa2,wabaa2,True,6,6,0-9,0-9,harakat_top_prediction
يِجْهَل,yijhal,yjahhil,False,7,6,0-9,0-9,harakat_top_prediction
بَرَد,barid,barrad,False,5,5,0-9,0-9,harakat_top_prediction
فَرْسَمَونَا,farsamuuna,farsamuun,False,12,10,10-19,10-19,harakat_top_prediction
نَطْنَط,natnat,natnat,True,7,6,0-9,0-9,harakat_top_prediction
لَحَم,la7im,la77am,False,5,5,0-9,0-9,harakat_top_prediction
قَلَط,qallit,qallit,True,5,6,0-9,0-9,harakat_top_prediction
تْزَامَن,tazaamun,tzaaman,False,8,8,0-9,0-9,harakat_top_prediction
اِتْدَارَى,2iddaara,2iddaara,True,10,8,10-19,0-9,harakat_top_prediction
مَخْطُوب,makhtuub,makhtuub,True,8,8,0-9,0-9,harakat_top_prediction
رَصَد,rasad,rassid,False,5,5,0-9,0-9,harakat_top_prediction
طَارِد,taarid,taarid,True,6,6,0-9,0-9,harakat_top_prediction
يِتْفَعْكَش,yitfa3kash,yitfa3kash,True,11,10,10-19,10-19,harakat_top_prediction
الحَيط عَالحَيط,2il7eet 3al7eet,2il7eet 3aleet,False,15,15,10-19,10-19,harakat_top_prediction
حَوَاليِش,7awaaliish,7awaaliish,True,9,10,0-9,10-19,harakat_top_prediction
يشَلِّش,yishlish,yshallish,False,7,8,0-9,0-9,harakat_top_prediction
يِنْدِرِم,yindirim,yindirim,True,9,8,0-9,0-9,harakat_top_prediction
اِتْرَقَّم,2itraqqam,2itraqqam,True,10,9,10-19,0-9,harakat_top_prediction
طَوَّش,tuwash,tawwish,False,6,6,0-9,0-9,harakat_top_prediction
يَا حَيف,yaa 7eef,yaa 7eef,True,8,8,0-9,0-9,harakat_top_prediction
اِبْرُد,2ibrad,2ubrud,False,7,6,0-9,0-9,harakat_top_prediction
حَرَّف,7araf,7arrif,False,6,5,0-9,0-9,harakat_top_prediction
اِتْوَتّد,2itwattad,2itwattad,True,9,9,0-9,0-9,harakat_top_prediction
سْخِيف,sakhiif,skhayyif,False,6,7,0-9,0-9,harakat_top_prediction
حَلَقَة,7alqa,7alaqa,False,7,5,0-9,0-9,harakat_top_prediction
تْزَعَّم,tza33am,tza33am,True,8,7,0-9,0-9,harakat_top_prediction
يِرْحَل,yir7al,yir7al,True,7,6,0-9,0-9,harakat_top_prediction
عَلَي الطُّرْشَاق,3alayy 2itturshaaq,3alayy 2ishshshutar,False,17,18,10-19,10-19,harakat_top_prediction
كَرْدُوش,tsharduush,karduush,False,8,10,0-9,10-19,harakat_top_prediction
تْقَنَّع,tqanna3,tqanna3,True,8,7,0-9,0-9,harakat_top_prediction
الله يِنْتَعِك بَالسَّلَامِة,2alla yinta3ik bissalaame,2illi hanaa btil3assak 2ilmaabe,False,28,25,20-29,20-29,harakat_top_prediction
شب اقشعيني يَا مرة,shabb 2iqsha3iini yaa mara,shabbaaq 3ini sheer maayye,False,18,26,10-19,20-29,harakat_top_prediction
قَيْلَل,qaylil,qaylal,False,7,6,0-9,0-9,harakat_top_prediction
عَفْشَك,3afshak,3afshak,True,7,7,0-9,0-9,harakat_top_prediction
فَرُو,faru,faru,True,5,4,0-9,0-9,harakat_top_prediction
ثْيَاب,tyaab,syaab,False,6,5,0-9,0-9,harakat_top_prediction
جَقَّر,jaqkar,jaqkkar,False,6,6,0-9,0-9,harakat_top_prediction
يدَشِّب,ydashshib,ydashshib,True,7,9,0-9,0-9,harakat_top_prediction
كَرِيم,kariim,kariim,True,6,6,0-9,0-9,harakat_top_prediction
اِسْتَوْعَب,2istaw3ib,2istaw3ab,False,11,9,10-19,0-9,harakat_top_prediction
آنْسِة,2aanisa,2aanse,False,6,7,0-9,0-9,harakat_top_prediction
دَفْدِف,dafdaf,dafdif,False,7,6,0-9,0-9,harakat_top_prediction
اِسْخَن,2iskhun,2iskhan,False,7,7,0-9,0-9,harakat_top_prediction
سَطَّى,sata,satta,False,6,4,0-9,0-9,harakat_top_prediction
يهَتِّك,yihtik,yhattik,False,7,6,0-9,0-9,harakat_top_prediction
مِرْتِزِي,miritzi,mirtizi,False,9,7,0-9,0-9,harakat_top_prediction
يِتْوَقَّت,yitwaqqat,yitwaqqat,True,10,9,10-19,0-9,harakat_top_prediction
كْرُوت,karwat,kruut,False,6,6,0-9,0-9,harakat_top_prediction
يِنْسِفِق,yinsafaq,yinsifiq,False,9,8,0-9,0-9,harakat_top_prediction
اِنْعَدَى,2in3ada,2in3ada,True,9,7,0-9,0-9,harakat_top_prediction
اِسْتَغَاب,2istaghaab,2istaghaab,True,10,10,10-19,10-19,harakat_top_prediction
اِنْتَح,2inta7,2inta7,True,7,6,0-9,0-9,harakat_top_prediction
يهَجِّر,yuhjur,yhajjir,False,7,6,0-9,0-9,harakat_top_prediction
اِنْشِهِر,2inshihir,2inshahar,False,9,9,0-9,0-9,harakat_top_prediction
ينَاطِح,ynaati7,ynaati7,True,7,7,0-9,0-9,harakat_top_prediction
يِتْأَوَّه,yit2awwah,yit2awwah,True,10,9,10-19,0-9,harakat_top_prediction
نَتَّف شعري,nattafit sha3ri,nattaf sha3ari,False,11,15,10-19,10-19,harakat_top_prediction
اِتْرَهَّل,2itrahhal,2itrahhal,True,10,9,10-19,0-9,harakat_top_prediction
اِدْلَح,2idla7,2idla7,True,7,6,0-9,0-9,harakat_top_prediction
يصَوبِن,ysoobin,ysoobin,True,7,7,0-9,0-9,harakat_top_prediction
رَهْرَط,rahrat,rahrat,True,7,6,0-9,0-9,harakat_top_prediction
اِشْخَت,2ishkhat,2ishkhat,True,7,8,0-9,0-9,harakat_top_prediction
أَرَاجِيل,2araagiil,2araajiil,False,9,9,0-9,0-9,harakat_top_prediction
اِفْتَعَل,2ifti3il,2ifta3al,False,9,8,0-9,0-9,harakat_top_prediction
لِزّ,lizz,lizz,True,4,4,0-9,0-9,harakat_top_prediction
قَرَا,qkgarra,qara,False,5,7,0-9,0-9,harakat_top_prediction
مَلَق,mallig,mallaq,False,5,6,0-9,0-9,harakat_top_prediction
كَسْتَنَائِي,kastanaa2i,kastanaa2i,True,12,10,10-19,10-19,harakat_top_prediction
اِجْزِم,2ijzim,2ijzim,True,7,6,0-9,0-9,harakat_top_prediction
كَفَّايِة,kifaaye,kaffaaye,False,9,7,0-9,0-9,harakat_top_prediction
يِرْتِبِك,yirtibik,yirtibik,True,9,8,0-9,0-9,harakat_top_prediction
مْفَرَّمِة,maframe,mfarrame,False,10,7,10-19,0-9,harakat_top_prediction
تْدَمَّر,2iddammar,2iddammar,True,8,9,0-9,0-9,harakat_top_prediction
خَطِيفِة,khtiife,khatiife,False,8,7,0-9,0-9,harakat_top_prediction
شَمَّع,shami3,shammi3,False,6,6,0-9,0-9,harakat_top_prediction
عَوَاطِيل,3awaatli,3awaatiil,False,9,8,0-9,0-9,harakat_top_prediction
خَنَّق,khaniq,khannaq,False,6,6,0-9,0-9,harakat_top_prediction
كَدَّر,kadar,kaddir,False,6,5,0-9,0-9,harakat_top_prediction
نَدَغ,nadagh,naddagh,False,5,6,0-9,0-9,harakat_top_prediction
بَصِّم,basim,bassam,False,6,5,0-9,0-9,harakat_top_prediction
مُبَارَزِة,mubaaraze,mubaaraze,True,10,9,10-19,0-9,harakat_top_prediction
بَدُو,biddo,badu,False,5,5,0-9,0-9,harakat_top_prediction
عالهَبَلِة,3alhabale,3alhabale,True,10,9,10-19,0-9,harakat_top_prediction
فَوضِي,fawdawi,foodi,False,6,7,0-9,0-9,harakat_top_prediction
عَمَايِل,3amaayil,3amaayil,True,8,8,0-9,0-9,harakat_top_prediction
صَفْنِة,safne,safne,True,7,5,0-9,0-9,harakat_top_prediction
تِعْلَام العُصِي عجنك,t3allim 2il3usi 3ajnaabak,ti3laam 2iljukuns 3aani,False,21,25,20-29,20-29,harakat_top_prediction
غَسِّل,ghassal,ghasal,False,6,7,0-9,0-9,harakat_top_prediction
يدَاوِم,ydaawim,ydaawim,True,7,7,0-9,0-9,harakat_top_prediction
يِتْنَمَّر,yitnammar,yitnammar,True,10,9,10-19,0-9,harakat_top_prediction
وَزَّن,wazan,wazzin,False,6,5,0-9,0-9,harakat_top_prediction
مْغَلَّب,mghallab,mghallib,False,8,8,0-9,0-9,harakat_top_prediction
خَامِة,khaame,khaame,True,6,6,0-9,0-9,harakat_top_prediction
زَرْزَرّ,zarzarr,zarzirr,False,8,7,0-9,0-9,harakat_top_prediction
شَدْفَا,shadfa,shadfa,True,7,6,0-9,0-9,harakat_top_prediction
نَسَف,nassif,nassif,True,5,6,0-9,0-9,harakat_top_prediction
نُجُوم,nujuum,najuum,False,6,6,0-9,0-9,harakat_top_prediction
تْلَأْمَن,tla2man,tla2man,True,9,7,0-9,0-9,harakat_top_prediction
بْيُوت,byuut,byuut,True,6,5,0-9,0-9,harakat_top_prediction
حَصْحَص,7as7as,7as7as,True,7,6,0-9,0-9,harakat_top_prediction
يِتْكَرْفَت,yitkarfat,yitkarfat,True,11,9,10-19,0-9,harakat_top_prediction
فَشْكِل,fashkal,fashkil,False,7,7,0-9,0-9,harakat_top_prediction
رَعَد,ra3id,ra33id,False,5,5,0-9,0-9,harakat_top_prediction
يحَيِّن,y7ayyin,y7ayyin,True,7,7,0-9,0-9,harakat_top_prediction
مْبَنِّص,mbannis,mbannas,False,8,7,0-9,0-9,harakat_top_prediction
قَعْفُور,qa3fuur,qa3fuur,True,8,7,0-9,0-9,harakat_top_prediction
تْعَطَّش,t3attash,t3attash,True,8,8,0-9,0-9,harakat_top_prediction
يصَفِّى,ysaffi,ysaffi,True,7,6,0-9,0-9,harakat_top_prediction
يسَمِّر,yismarr,ysammir,False,7,7,0-9,0-9,harakat_top_prediction
نُقّ,nuqq,naqq,False,4,4,0-9,0-9,harakat_top_prediction
حَمَّل أَهْلِي جْمِيلِة,7ammal 2ahli jmiile,7ammal 2ahliyye,False,23,19,20-29,10-19,harakat_top_prediction
فِنْجَان,finjaan,finjaan,True,8,7,0-9,0-9,harakat_top_prediction
غَشَّاش,ghashshaash,ghashshaash,True,7,11,0-9,10-19,harakat_top_prediction
عَرَّق,3araq,3arraq,False,6,5,0-9,0-9,harakat_top_prediction
يْكَيكِح,ykeeki7,ykayki7,False,8,7,0-9,0-9,harakat_top_prediction
رَطْرَط,ratrit,ratrat,False,7,6,0-9,0-9,harakat_top_prediction
حَمْرَق,7amraqk,7amriqk,False,7,7,0-9,0-9,harakat_top_prediction
يجَلْجِل,yjaljil,yjaljil,True,8,7,0-9,0-9,harakat_top_prediction
بَقْلَاوَة,baqlawa,baqklaawe,False,10,7,10-19,0-9,harakat_top_prediction
سَلِّخ,sallikh,sallakh,False,6,7,0-9,0-9,harakat_top_prediction
أَزْمِة اقْتِصَادِيِّة,2azme 2iqtisaadiyye,2azmit qaasiyye,False,22,19,20-29,10-19,harakat_top_prediction
اِسْمه بَالأَرْض,2ismo bil2ard,2ismahb 2il2ard,False,16,13,10-19,10-19,harakat_top_prediction
مْرَصَّع,mrassa3,mrassa3,True,8,7,0-9,0-9,harakat_top_prediction
حَلْمِز,7almiz,7almiz,True,7,6,0-9,0-9,harakat_top_prediction
حَبْكِة القِصَّة,7abkit 2ilqissa,7abkit 2ilqase,False,16,15,10-19,10-19,harakat_top_prediction
تْعَجْرَف,t3ajraf,t3ajraf,True,9,7,0-9,0-9,harakat_top_prediction
تْشَائَم,tshaa2am,tshaa2am,True,8,8,0-9,0-9,harakat_top_prediction
اِرْكَع,2irka3,2irka3,True,7,6,0-9,0-9,harakat_top_prediction
عَصْرُونِيِّة,3asruuniyye,3asruuniyye,True,13,11,10-19,10-19,harakat_top_prediction
يِمْزَع,ymazzi3,yimza3,False,7,7,0-9,0-9,harakat_top_prediction
تَحْوِيطَة,ta7wiita,ta7wiita,True,10,8,10-19,0-9,harakat_top_prediction
مَشَاتِل,mashaatil,mashaatil,True,8,9,0-9,0-9,harakat_top_prediction
سَطَّل,sattal,sattal,True,6,6,0-9,0-9,harakat_top_prediction
اِحْدِف,2i7dif,2i7dif,True,7,6,0-9,0-9,harakat_top_prediction
بَنْدَق,bunduq,bandaq,False,7,6,0-9,0-9,harakat_top_prediction
فَرْشِي,farshi,farshi,True,7,6,0-9,0-9,harakat_top_prediction
اِنْخِفِي,2inkhifi,2inkhifi,True,9,8,0-9,0-9,harakat_top_prediction
مْعَوِّق,mu3awwaq,m3awwiq,False,8,8,0-9,0-9,harakat_top_prediction
اِغْرِز,2ighriz,2ighriz,True,7,7,0-9,0-9,harakat_top_prediction
اِحْمِل,2i7mil,2i7mil,True,7,6,0-9,0-9,harakat_top_prediction
يِتْوَاطَى,yitwaata,yitwaata,True,10,8,10-19,0-9,harakat_top_prediction
قطعت الأيَاس من,qata3it 2il2ayaas min,qat3at 2il2ayaasim 2annat,False,15,21,10-19,20-29,harakat_top_prediction
كَبَّر رَاسُه,kibir raaso,kabbar raaso,False,13,11,10-19,10-19,harakat_top_prediction
مْغَمْغَم,mghamgham,mghamghim,False,9,9,0-9,0-9,harakat_top_prediction
على الله,3ala 2alla,3ala 2alla,True,8,10,0-9,10-19,harakat_top_prediction
خَيَّب ظْنُونِي,khayyab zunuuni,khayyab nduuni,False,15,15,10-19,10-19,harakat_top_prediction
قَرِيقَة,qurreeqa,qariiqa,False,8,8,0-9,0-9,harakat_top_prediction
شَوط,shoot,shawwit,False,4,5,0-9,0-9,harakat_top_prediction
اِلْقِي,2ilqi,2ilqi,True,7,5,0-9,0-9,harakat_top_prediction
حَلَّاشِة,7laashe,7allaashe,False,9,7,0-9,0-9,harakat_top_prediction
تْبَاوَس,tbaawas,tbaawas,True,8,7,0-9,0-9,harakat_top_prediction
تْمَغَّط,tmaghghat,tmaghghat,True,8,9,0-9,0-9,harakat_top_prediction
مَمْرُوص,mamruus,mamruus,True,8,7,0-9,0-9,harakat_top_prediction
حَنِيِّة,7inniyye,7aniyye,False,8,8,0-9,0-9,harakat_top_prediction
يِتْحَصْرَم,yit7armas,yit7asram,False,11,9,10-19,0-9,harakat_top_prediction
سَطَح,satta7,sata7,False,5,6,0-9,0-9,harakat_top_prediction
يِسْتَطْوِل,yistatwil,yistatwil,True,11,9,10-19,0-9,harakat_top_prediction
فَاعِع,faa3i3,faa3i3,True,6,6,0-9,0-9,harakat_top_prediction
كَرْكَزَان,karkazaan,karkazaan,True,10,9,10-19,0-9,harakat_top_prediction
يي عَاليهود,yii 3alyahuud,yii 3ale widdi,False,11,13,10-19,10-19,harakat_top_prediction
اِنْتَفَض,2intafad,2intafad,True,9,8,0-9,0-9,harakat_top_prediction
اِغْبُر,2ighbur,2ughbur,False,7,7,0-9,0-9,harakat_top_prediction
يِتْطَهَّر,yittahhar,yittahhar,True,10,9,10-19,0-9,harakat_top_prediction
دَاشِع مش قَاشع,daashi3 mush qaashi3,daa3ish maasha3,False,15,20,10-19,20-29,harakat_top_prediction
اِتْطَحْبَش,2itta7bash,2itta7bash,True,11,10,10-19,10-19,harakat_top_prediction
اِنْفِهِم,2infihim,2infaham,False,9,8,0-9,0-9,harakat_top_prediction
اِنْقَاد,2inqaad,2inqaad,True,8,7,0-9,0-9,harakat_top_prediction
تْدَايَن,2iddaayan,2iddaayan,True,8,9,0-9,0-9,harakat_top_prediction
بعقد رَاه,b3uqur daaro,bi3aqadha ra,False,9,12,0-9,10-19,harakat_top_prediction
سَعْدَن,sa3din,sa3din,True,7,6,0-9,0-9,harakat_top_prediction
مْفَحِّم,muf7im,mfa77im,False,8,6,0-9,0-9,harakat_top_prediction
شَهَد,shihid,shahhid,False,5,6,0-9,0-9,harakat_top_prediction
تْهَاوَن,thaawan,thaawan,True,8,7,0-9,0-9,harakat_top_prediction
زَمَّز,mazziz,zammaz,False,6,6,0-9,0-9,harakat_top_prediction
يِتْغَرْبَل,yitgharbal,yitgharbal,True,11,10,10-19,10-19,harakat_top_prediction
مَخَابِئ,makhaabi2,makhaa2ib,False,8,9,0-9,0-9,harakat_top_prediction
عَفِّق,3affaq,3affiq,False,6,6,0-9,0-9,harakat_top_prediction
طَلَق,tuluq,talliq,False,5,5,0-9,0-9,harakat_top_prediction
حَنَّص,7annas,7annis,False,6,6,0-9,0-9,harakat_top_prediction
يِنْلِدِغ,yinlidigh,yinlidigh,True,9,9,0-9,0-9,harakat_top_prediction
مْقَتِّب,mqattib,mqattib,True,8,7,0-9,0-9,harakat_top_prediction
