direction,source,target,prediction,exact_match,source_length,target_length
arabic_to_arabizi,حماطة,7amata,7ammaata,False,5,6
arabizi_to_arabic,tirak,ترك,ترك,True,5,3
arabizi_to_arabic,mitil 2ittabaq,مثل الطبق,مطل القطب,False,14,9
arabic_to_arabizi,اتشقر,2itshaqqar,2itshaqqar,True,5,10
arabizi_to_arabic,y3ukk,يعك,يعك,True,5,3
arabic_to_arabizi,يرط,yrutt,yrutt,True,3,5
arabizi_to_arabic,kidd,كد,كد,True,4,2
arabic_to_arabizi,اختراع,2ikhtiraa3,2ikhtiraa3,True,6,10
arabizi_to_arabic,batin,بطن,بطن,True,5,3
arabizi_to_arabic,qaddo 3amarteen,قده عمرتين,قده عينته,False,15,10
arabizi_to_arabic,tabaq,طبق,طبق,True,5,3
arabic_to_arabizi,باقي,baaqi,baaqi,True,4,5
arabizi_to_arabic,mitza7zi7,متزحزح,متزحزح,True,9,6
arabizi_to_arabic,tasaali,تسالي,تسالي,True,7,5
arabizi_to_arabic,7ambit,حنبط,حمبط,False,6,4
arabizi_to_arabic,twazzam,توزم,توزم,True,7,4
arabizi_to_arabic,karrim,كرم,كرم,True,6,3
arabizi_to_arabic,ka7ki7,كحكح,كحكح,True,6,4
arabic_to_arabizi,احجر,2u7jur,2i7jar,False,4,6
arabic_to_arabizi,نعف,na3if,na33if,False,3,5
arabic_to_arabizi,لوم,loom,lawwam,False,3,4
arabizi_to_arabic,sarri3,سرع,سرع,True,6,3
arabizi_to_arabic,fazz,فز,فز,True,4,2
arabic_to_arabizi,يضاعف,ydaa3if,ydaa3if,True,5,7
arabizi_to_arabic,y3allib,يعلب,يعلب,True,7,4
arabic_to_arabizi,يكعك,yka33ik,yka33ik,True,4,7
arabic_to_arabizi,امعك,2im3ak,2im3ak,True,4,6
arabizi_to_arabic,tja3las,تجعلص,تجعلص,True,7,5
arabizi_to_arabic,yiddannas,يتدنس,يتدنس,True,9,5
arabizi_to_arabic,2isti7daar,استحضار,استحدار,False,10,7
arabizi_to_arabic,nasha,نشا,نشى,False,5,3
arabizi_to_arabic,sam3a,سمعة,سمعة,True,5,4
arabic_to_arabizi,مدار,madaar,mdaar,False,4,6
arabic_to_arabizi,لفة,laffe,liffe,False,3,5
arabic_to_arabizi,نغنغ,naghnigh,naghnagh,False,4,8
arabic_to_arabizi,دقق,daqqiq,daqqaq,False,3,6
arabizi_to_arabic,jaghlaf,جغلف,جغلف,True,7,4
arabizi_to_arabic,raaqib,راقب,راقب,True,6,4
arabic_to_arabizi,تجبجب,tdjabdjab,tjabdjab,False,5,9
arabic_to_arabizi,مشمش,mishmish,mshammish,False,4,8
arabic_to_arabizi,تسامح,tasaamu7,tsaama7,False,5,8
arabizi_to_arabic,2ittijih,اتجه,اطتجه,False,8,4
arabic_to_arabizi,البسة بتوكل عشاه,2ilbisse btookil 3ashaa,2ilbisse btikshaw 3ale,False,16,23
arabizi_to_arabic,lissa,لسه,لسا,False,5,3
arabic_to_arabizi,قواليش,qkawaaliish,qawaaliish,False,6,11
arabic_to_arabizi,قنقز,qanqazkankaz,qanqizkankaz,False,4,12
arabic_to_arabizi,احتضر,2i7tidir,2i7tidir,True,5,8
arabizi_to_arabic,2alze,قلزة,ألزة,False,5,4
arabic_to_arabizi,متسلسل,mutasalsil,mitsalsil,False,6,10
arabic_to_arabizi,لبيدة,labiide,labiide,True,5,7
arabic_to_arabizi,احتال,2i7taal,2i7taal,True,5,7
arabic_to_arabizi,بالقطارة,bil qattara,bilqaatara,False,8,11
arabizi_to_arabic,mghallab,مغلب,مغلب,True,8,4
arabic_to_arabizi,يقل,yqill,yqill,True,3,5
arabizi_to_arabic,taryiid,ترييض,تريييض,False,7,5
arabizi_to_arabic,tbakhkhar,يتبخر,تبخر,False,9,5
arabizi_to_arabic,yzaawid,يزاود,يزاود,True,7,5
arabizi_to_arabic,qati3,قطع,قطع,True,5,3
arabic_to_arabizi,اجلي,2ijli,2ijli,True,4,5
arabic_to_arabizi,استرجي,2istarji,2istarji,True,6,8
arabizi_to_arabic,kifaa7,كفاح,كفاح,True,6,4
arabizi_to_arabic,m7arbish,محربش,محربش,True,8,5
arabic_to_arabizi,مخشوم,makhshuum,makhshuum,True,5,9
arabizi_to_arabic,bidiss danabo,بيدس ذنبه,بدس سابنه,False,13,9
arabizi_to_arabic,mda3bal,مدعبل,مدعبل,True,7,5
arabizi_to_arabic,hoon,هون,هون,True,4,3
arabizi_to_arabic,wasaf,وصف,وصف,True,5,3
arabic_to_arabizi,لزق,lazziq,lazzaq,False,3,6
arabic_to_arabizi,يلمز,ylammiz,ylammiz,True,4,7
arabic_to_arabizi,أيد,2eed,2ayyad,False,3,4
arabic_to_arabizi,شدفا,shadfa,shadfa,True,4,6
arabizi_to_arabic,ghoos,غوص,غوس,False,5,3
arabic_to_arabizi,حامي,7aami,7aami,True,4,5
arabizi_to_arabic,qaryif,قريف,قريف,True,6,4
arabic_to_arabizi,تين,tiin,tayyan,False,3,4
arabizi_to_arabic,ghassaale,غسالة,غصالة,False,9,5
arabizi_to_arabic,khamkhuum,خمخوم,خمخوم,True,9,5
arabic_to_arabizi,دبلوماسي,diblumaasi,dablumaasi,False,8,10
arabizi_to_arabic,2inzaar,انذار,انزار,False,7,5
arabizi_to_arabic,l7aaf,لحاف,لحاف,True,5,4
arabizi_to_arabic,2iftati7,افتتح,افتتح,True,8,5
arabic_to_arabizi,يسفط,yusfut,ysaffit,False,4,6
arabic_to_arabizi,استعمال,2isti3maal,2isti3maal,True,7,10
arabic_to_arabizi,استعمار,2isti3maar,2isti3maar,True,7,10
arabizi_to_arabic,3afu,عفو,عوف,False,4,3
arabizi_to_arabic,nisnaas,نسناس,نسناس,True,7,5
arabizi_to_arabic,farjaa 2il3een 2il7amra,فرجاه العين الحمرا,فرجا العين الحمة,False,23,18
arabizi_to_arabic,ytawwi3,يطوع,يطوع,True,7,4
arabizi_to_arabic,simsaariyye,سمسارية,سمسارية,True,11,7
arabic_to_arabizi,ريل,rayyal,rayyil,False,3,6
arabic_to_arabizi,نحت,na7at,na77it,False,3,5
arabizi_to_arabic,yuntur,ينطر,ينطر,True,6,4
arabizi_to_arabic,flaan,فلان,لفان,False,5,4
arabic_to_arabizi,إجت بركتها,2ijat barakitha,2ijtik braato,False,10,15
arabic_to_arabizi,وجهها ما بضحك للرغيف السخن,wijihhaa maa bid7ak larghiif 2issukhun,wijhaa maa bil7ak 2ilfardaso,False,26,38
arabic_to_arabizi,يندعس,yindi3is,yindi3is,True,5,8
arabizi_to_arabic,saafin,صافن,سافن,False,6,4
arabizi_to_arabic,ftiil,فتيل,طفل,False,5,4
arabizi_to_arabic,yilfa7,يلفح,يلفح,True,6,4
arabizi_to_arabic,yitsaafal,يتسافل,يتسافل,True,9,6
arabic_to_arabizi,استرق,2istariqq,2istaraq,False,5,9
arabic_to_arabizi,دق راسك بالحيط,duqq raasak bil7eet,daqq raasii7 baak,False,14,19
arabizi_to_arabic,karib,كرب,كرب,True,5,3
arabizi_to_arabic,shanaashir,شناشر,شناشر,True,10,5
arabizi_to_arabic,qasiir,قصير,قصير,True,6,4
arabic_to_arabizi,صحتله,sa77atlo,sa7talo,False,5,8
arabic_to_arabizi,صفر,sifir,saffar,False,3,5
arabic_to_arabizi,شعب,sha3ib,sha33ib,False,3,6
arabizi_to_arabic,ylimm,يلم,يلم,True,5,3
arabic_to_arabizi,اتزافر,2itzaafar,2itzaafar,True,6,9
arabic_to_arabizi,تجرع,tjarra3,tjarra3,True,4,7
arabic_to_arabizi,حدبة,7adabe,7adbe,False,4,6
arabizi_to_arabic,ydaari,يداري,يداري,True,6,5
arabic_to_arabizi,الله لا يشبعك,2alla laa yishbi3ak,2illla laa bishsha3ik,False,13,19
arabizi_to_arabic,taaqa,طاقة,طاقة,True,5,4
arabic_to_arabizi,مقدح,mqaddi7,mqaddi7,True,4,7
arabic_to_arabizi,مبوش,mbawwish,mboosh,False,4,8
arabizi_to_arabic,2itmaghghat,اتمغط,اتمغط,True,11,5
arabic_to_arabizi,حشرة,7ashara,7ashra,False,4,7
arabic_to_arabizi,شطت ونطت,shattat wunattat,shattat ttuunt,False,8,16
arabic_to_arabizi,انتل,2intil,2intall,False,4,6
arabic_to_arabizi,انقمص,2inqamas,2inqisim,False,5,8
arabic_to_arabizi,مع القلعة,ma3 2ilqal3a,mi3 2ilqal3a,False,9,12
arabic_to_arabizi,حشاش,7ashshaash,7ashshaash,True,4,10
arabizi_to_arabic,ghimid,غمض,غمد,False,6,3
arabic_to_arabizi,كمكمة,kamkame,kamkame,True,5,7
arabizi_to_arabic,traqqab,ترقب,ترقب,True,7,4
arabic_to_arabizi,هاذي,haadi,haadhi,False,4,5
arabic_to_arabizi,كأن,ka2ann,2akan,False,3,6
arabizi_to_arabic,msharbak,مشربك,مشربك,True,8,5
arabic_to_arabizi,يتهاون,yithaawan,yithaawan,True,6,9
arabizi_to_arabic,kastanaaye,كستناية,كستانية,False,10,7
arabic_to_arabizi,انطلي,2intili,2intili,True,5,7
arabizi_to_arabic,yil3i,يلعي,يلعي,True,5,4
arabic_to_arabizi,خلافة,khilaafe,khalaafe,False,5,8
arabizi_to_arabic,sawaariikh,صواريخ,سواريخ,False,10,6
arabizi_to_arabic,2intarak,انترك,انترك,True,8,5
arabic_to_arabizi,يسعل,yis3al,ysa33il,False,4,6
arabic_to_arabizi,يلوح,ylawwi7,ylawwi7,True,4,7
arabic_to_arabizi,الدم عالدم ثقيل,2iddamm 3addam tqiil,2ildam 3ala qiidd,False,15,20
arabic_to_arabizi,علم عليه,3allam 3alee,3alam 3eelo,False,8,12
arabizi_to_arabic,manaa7iis,مناحيس,مناحيص,False,9,6
arabic_to_arabizi,زناد الرقبة,znaad 2irraqabe,zanaad 2ilbaraqa,False,11,15
arabizi_to_arabic,makhsuum,مخصوم,مخسوم,False,8,5
arabizi_to_arabic,7ammaasa,حماصة,حماس,False,8,5
arabizi_to_arabic,7addab,حدب,حضب,False,6,3
arabizi_to_arabic,ydoomi7,يدومح,يدومح,True,7,5
arabizi_to_arabic,yitnaghghaz,يتنغز,يتنغز,True,11,5
arabizi_to_arabic,yizbin,يزبن,يزبن,True,6,4
arabic_to_arabizi,طواس,twaas,tawwaas,False,4,5
arabic_to_arabizi,بصري,basari,basri,False,4,6
arabic_to_arabizi,أعطته عين,2a3tato 3een,2a3tato 3eeno,False,9,12
arabic_to_arabizi,بحلق,ba7laq,ba7liq,False,4,6
arabic_to_arabizi,احتضر,2i7tadar,2i7tidir,False,5,8
arabic_to_arabizi,يتخلق,yitkhallaq,yitkhallaq,True,5,10
arabic_to_arabizi,فتت,fattit,fattat,False,3,6
arabic_to_arabizi,نهج,nahadj,nahj,False,3,6
arabic_to_arabizi,هوي,huuwwe,hawwi,False,3,6
arabizi_to_arabic,2istidim,اصطدم,استدم,False,8,5
arabic_to_arabizi,سورق,sooriq,sooraq,False,4,6
arabizi_to_arabic,yrayyid,يريض,يريض,True,7,4
arabic_to_arabizi,اتعفن,2it3affan,2it3affan,True,5,9
arabizi_to_arabic,sa7tuut,سحتوت,سحطوط,False,7,5
arabizi_to_arabic,ywalwil,يولول,يولول,True,7,5
arabic_to_arabizi,شحتفة,sha7tafe,sha7tafe,True,5,8
arabic_to_arabizi,خش بطيزي,khushsh 2ibtiizi,khashshab tiizi,False,8,16
arabic_to_arabizi,قرنة,qurne,qarne,False,4,5
arabic_to_arabizi,إير,2iir,2iir,True,3,4
arabic_to_arabizi,اتشاوف,2itshaawaf,2itshaawaf,True,6,10
arabic_to_arabizi,جظ,djudhdh,djadhdh,False,2,7
arabizi_to_arabic,siiri,صيري,سيري,False,5,4
arabizi_to_arabic,fursa laa dahabiyye,فرصة ذهبية,فرصة لا بيدها,False,19,10
arabic_to_arabizi,يسطح,ysatti7,yista7,False,4,7
arabizi_to_arabic,2ish7at,اشحط,اشحط,True,7,4
arabizi_to_arabic,ybi77,يبح,يبح,True,5,3
arabic_to_arabizi,استرجل,2istarjil,2istarjal,False,6,9
arabizi_to_arabic,y7assir,يحسر,يحصر,False,7,4
arabic_to_arabizi,حجج,7ujje,7ajjaj,False,3,5
arabic_to_arabizi,قنص,qans,qannis,False,3,4
arabic_to_arabizi,عسر,3assir,3assar,False,3,6
arabic_to_arabizi,كره,karrah,karrah,True,3,6
arabic_to_arabizi,اسفخ,2isfakh,2isfakh,True,4,7
arabizi_to_arabic,shaffaat 2ilkhara,شفاط الخرا,شافة الخر,False,17,10
arabic_to_arabizi,دواحيس,dawaa7iis,dawaa7iis,True,6,9
arabizi_to_arabic,mrootish,مروتش,مروتش,True,8,5
arabic_to_arabizi,صفع,safa3,saffi3,False,3,5
arabic_to_arabizi,يتشفر,yitshaffar,yitshaffar,True,5,10
arabic_to_arabizi,زنقل,zunqul,zanqal,False,4,6
arabizi_to_arabic,qattab,قتب,قطب,False,6,3
arabizi_to_arabic,yintibi3,ينطبع,ينطبع,True,8,5
arabic_to_arabizi,بيت,beet,beet,True,3,4
arabizi_to_arabic,yookil,يوكل,يوكل,True,6,4
arabic_to_arabizi,ورا الشمش,wara 2ishshams,waraash 2ilmash,False,9,14
arabizi_to_arabic,shummaame,شمامة,شمامة,True,9,5
arabizi_to_arabic,yitghammas,يتغمس,يتغمس,True,10,5
arabic_to_arabizi,يتزحلط,yitza7lat,yitza7lat,True,6,9
arabizi_to_arabic,shab3aan,شبعان,شبعان,True,8,5
arabic_to_arabizi,قاني,qaani,qaani,True,4,5
arabizi_to_arabic,min 7adha laradha,من حدها لردها,من حظهر دلا,False,17,13
arabizi_to_arabic,booba3,بوبع,بوبع,True,6,4
arabizi_to_arabic,7abbal,حبل,حبل,True,6,3
arabic_to_arabizi,خدر,khadar,khaddar,False,3,6
arabic_to_arabizi,أسس,2assis,2assis,True,3,6
arabic_to_arabizi,أجاد,2ajaad,2ajaad,True,4,6
arabic_to_arabizi,حجز,7ajaz,7ajjiz,False,3,5
arabizi_to_arabic,2iqtini3,اقتنع,اقتنع,True,8,5
arabic_to_arabizi,يقلل,yqallil,yqallil,True,4,7
arabic_to_arabizi,عبد,3abad,3abbid,False,3,5
arabic_to_arabizi,محلوب,ma7luub,ma7luub,True,5,7
arabizi_to_arabic,2ukrut,اكرت,اكرت,True,6,4
arabizi_to_arabic,2irbot lsaanak mlii7 laa bidmi wala biqii7,اربط لسانك مليح لابيدمي ولا بيقيح,اربت حدي و مثل قل من حبيلاله,False,42,33
arabizi_to_arabic,3eele,عيلة,عيلة,True,5,4
arabic_to_arabizi,يتصنع,yitsanna3,yitsanna3,True,5,9
arabic_to_arabizi,طفران,tafraan,tafraan,True,5,7
arabic_to_arabizi,أوهام,2awhaam,2awhaam,True,5,7
arabizi_to_arabic,y3arrit,يعرط,يعرط,True,7,4
arabizi_to_arabic,yinfighim,ينفغم,ينفغم,True,9,5
arabic_to_arabizi,حوية,7awiyye,7awiyye,True,4,7
arabic_to_arabizi,وصل,wisil,wassal,False,3,5
arabic_to_arabizi,واصلة معي للسما,waasle ma3i lassama,waasil mali3 msala,False,15,19
arabic_to_arabizi,ينحت,yin7at,yin7att,False,4,6
arabizi_to_arabic,ybaddid,يبدد,يبدد,True,7,4
arabizi_to_arabic,mashaariqk,مشارق,مشارق,True,10,5
arabic_to_arabizi,يوزن,yuuzin,ywazzin,False,4,6
arabizi_to_arabic,7akk,حك,حك,True,4,2
arabic_to_arabizi,يمسخ,ymassikh,ymassikh,True,4,8
arabic_to_arabizi,لسانه بسبع شطلات,lsaano bsabi3 shatalaat,salaano bit3ashat bil,False,16,23
arabic_to_arabizi,وحمة,wa7me,wa7me,True,4,5
arabic_to_arabizi,قرر,qarrar,qarrir,False,3,6
arabic_to_arabizi,درج,darraj,darrij,False,3,6
arabic_to_arabizi,راسين بالحلال,raaseen bil7alaal,rasiin bil7aal,False,13,17
arabizi_to_arabic,baraazqa,برازقة,برزاق,False,8,6
arabic_to_arabizi,دوافع,dawaafi3,dawaafi3,True,5,8
arabizi_to_arabic,mkharrif,مخرف,مخرف,True,8,4
arabic_to_arabizi,احثي,2i7thi,2i7thi,True,4,6
arabizi_to_arabic,sanaasil,سناسل,سناسل,True,8,5
arabizi_to_arabic,mashaafi,مشافي,مشافي,True,8,5
arabizi_to_arabic,djadhdh,جظ,جذ,False,7,2
arabic_to_arabizi,نكاشة ذنين,nakkaashit dineen,nakaashit diniine,False,10,17
arabic_to_arabizi,نهائي,nihaa2i,nahaa2i,False,5,7
arabizi_to_arabic,ysakhkhir,يسخر,يسخر,True,9,4
arabizi_to_arabic,2i7zif,احذف,احزف,False,6,4
arabizi_to_arabic,maalil,مالل,مال,False,6,4
arabic_to_arabizi,قشعيلة,qush3eele,qash3iile,False,6,9
arabizi_to_arabic,ma3luum,معلوم,معلوم,True,7,5
arabizi_to_arabic,ysoolif,يسولف,يسولف,True,7,5
arabic_to_arabizi,هب,hibb,habb,False,2,4
arabizi_to_arabic,2ihtamm,اهتم,اهتم,True,7,4
arabizi_to_arabic,daskar,دسكر,دسكر,True,6,4
arabic_to_arabizi,عوانس,3awaanis,3awaanis,True,5,8
arabizi_to_arabic,taraa2i,تراقي,طرائي,False,7,5
arabic_to_arabizi,منشر,manshar,mnashshir,False,4,7
arabizi_to_arabic,2ibtilaa2,ابتلاء,ابتلاء,True,9,6
arabic_to_arabizi,ارأس,2ir2as,2ir2as,True,4,6
arabizi_to_arabic,yhaddir,يهدر,يهدر,True,7,4
arabizi_to_arabic,3araq jbiino,عرق جبينه,عرق جبينه,True,12,9
arabizi_to_arabic,yit3attash,يتعطش,يتعطش,True,10,5
arabic_to_arabizi,تجاوز,tajaawuz,tjaawaz,False,5,8
arabic_to_arabizi,راح هيك ولا هيك,raa7 heek wuheek,raa 7ayik hala waayo,False,15,16
arabizi_to_arabic,bisiirlo,بيصير له,بيسرول,False,8,8
arabic_to_arabizi,حزازير,7azaaziir,7azaaziir,True,6,9
arabic_to_arabizi,نتوف,natwaf,natwif,False,4,6
arabizi_to_arabic,wakhkhar,وخر,وخر,True,8,3
arabizi_to_arabic,marham,مرهم,مرهم,True,6,4
arabizi_to_arabic,2inkhawat,انخوت,انخوط,False,9,5
arabizi_to_arabic,2itqarra7,اتقرح,اتقرح,True,9,5
arabic_to_arabizi,يفعل,yfa33il,yfa33il,True,4,7
arabizi_to_arabic,2itwaghwash,اتوغوش,اتوغوش,True,11,6
arabic_to_arabizi,اتخنطل,2itkhantal,2itkhantal,True,6,10
arabizi_to_arabic,kawwi3,كوع,كوع,True,6,3
arabizi_to_arabic,qkundara wulaaqat 2ukhutha,قندرة ولاقت أختها,قندرة ولا أختها,False,26,17
arabizi_to_arabic,yuskub,يسكب,يسكب,True,6,4
arabizi_to_arabic,wa7iid 2ahlo,وحيد أهله,وحيد الهو,False,12,9
arabic_to_arabizi,أحياء,2a7yaa2,2a7yaa2,True,5,7
arabic_to_arabizi,هشم,hashshim,hashshim,True,3,8
arabic_to_arabizi,عمة,3amme,3amme,True,3,5
arabizi_to_arabic,qashir,قشر,قشر,True,6,3
arabic_to_arabizi,يلعن,yla33in,yla33in,True,4,7
arabic_to_arabizi,يسجل,ysajjil,ysajjil,True,4,7
arabizi_to_arabic,2itmattat,اتمطط,اتمت,False,9,5
arabizi_to_arabic,yinfur,ينفر,ينفر,True,6,4
arabizi_to_arabic,qal3it,قلعط,قلعط,True,6,4
arabizi_to_arabic,2alla yin3im 3aleek,الله ينعم عليك,أله ينعك ملي,False,19,14
arabizi_to_arabic,ghidib,غضب,غدب,False,6,3
arabizi_to_arabic,maqtuu3 min shajara,مقطوع من شجرة,مقطوع من شجرة,True,19,13
arabic_to_arabizi,شوربة,shoorabe,shoorabe,True,5,8
arabic_to_arabizi,نفوس,nfuus,nfuus,True,4,5
arabic_to_arabizi,اتقشر,2itqashshar,2itqashshar,True,5,11
arabic_to_arabizi,استند,2istanad,2istannad,False,5,8
arabizi_to_arabic,yitzallat,يتزلط,يتزلط,True,9,5
arabizi_to_arabic,maksuura,مكسورة,مكسورة,True,8,6
arabic_to_arabizi,براقع,baraagi3,baraaqi3,False,5,8
arabic_to_arabizi,زنوبة,zannuube,zanuube,False,5,8
arabic_to_arabizi,اتبخنق,2itbakhnaq,2itbakhnaq,True,6,10
arabizi_to_arabic,mistantiq,مستنطق,مستنطق,True,9,6
arabic_to_arabizi,سفير,safiir,safiir,True,4,6
arabic_to_arabizi,ترك,tarik,tarrik,False,3,5
arabic_to_arabizi,مناحة,manaa7a,mnaa7a,False,5,7
arabizi_to_arabic,tamaasii7,تماسيح,تماسيح,True,9,6
arabic_to_arabizi,احذر عدوك مرة وصاحبك مية مرة,2i7zar 3aduuwak marra wusaa7bak miit marra,2i7zir 3adar maa wusak bara7miit mak,False,28,42
arabic_to_arabizi,موعود,maw3uud,mwa3wid,False,5,7
arabic_to_arabizi,قلبه معتم,qalbo m3attim,qalbo ma3to,False,9,13
arabic_to_arabizi,ترح,tara7,tarra7,False,3,5
arabizi_to_arabic,ylaqqi7,يلقح,يلقح,True,7,4
arabic_to_arabizi,يفزر,yufzur,yfazzir,False,4,6
arabic_to_arabizi,خلي,khalli,khalli,True,3,6
arabizi_to_arabic,tayyab,طيب,طيب,True,6,3
arabizi_to_arabic,7aadde wuqaadde,حادة وقادة,حادة وقدة,False,15,10
arabic_to_arabizi,بيوكل الأخضر واليابس,bookil 2il2akhdar wil yaabis,biykil 2il2il2akhwariib 2is,False,20,28
arabic_to_arabizi,انتبه,2intibih,2intibih,True,5,8
arabic_to_arabizi,كتم,katim,kattam,False,3,5
arabic_to_arabizi,يتجالف,yitjaalaf,yitjaalaf,True,6,9
arabizi_to_arabic,mfatti7 biblaad 3imyaan,مفتح ببلاد عميان,مفتح بالد عمني,False,23,16
arabic_to_arabizi,تايه,taayih,taayih,True,4,6
arabizi_to_arabic,7zaam,حزام,حزم,False,5,4
arabic_to_arabizi,قمقشة,qkamqkashe,qamqkashe,False,5,10
arabizi_to_arabic,2ij3aluuha b3oode,إجعلوها بعودة,إجعاله بالعودة,False,17,13
arabizi_to_arabic,ylaawis,يلاوص,يلاوس,False,7,5
arabizi_to_arabic,2itjaddad,اتجدد,اتجد,False,9,5
arabic_to_arabizi,يخلص,yikhlis,ykhallis,False,4,7
arabizi_to_arabic,shawaariit,شواريط,شواريط,True,10,6
arabic_to_arabizi,فتيشة,futteeshe,fatiishe,False,5,9
arabizi_to_arabic,tanqiit,تنقيط,تنقيط,True,7,5
arabizi_to_arabic,yhaajir,يهاجر,يهاجر,True,7,5
arabic_to_arabizi,مقحمش,mqa7mish,mqa7mish,True,5,8
arabizi_to_arabic,2ilo 3umur,إله عمر,الله عمر,False,10,7
arabizi_to_arabic,mab3uut,مبعوط,مبعوط,True,7,5
arabizi_to_arabic,yiddikhir,يدخر,يدخر,True,9,4
arabic_to_arabizi,طابع,taabi3,taabi3,True,4,6
arabic_to_arabizi,سد بوزك,sidd buuzak,sadd buuzak,False,7,11
arabizi_to_arabic,ykhaarij,يخارج,يخارج,True,8,5
arabizi_to_arabic,badiil,بديل,بديل,True,6,4
arabic_to_arabizi,زغط,zaghat,ghazzat,False,3,6
arabizi_to_arabic,khara,خرا,خرا,True,5,3
arabic_to_arabizi,أبو خنانة,2abu khnaane,2abu nakhna,False,9,12
arabic_to_arabizi,اسم دلع,2isim dala3,2ismid 3ala,False,7,11
arabizi_to_arabic,2ithaawa,اتهاوى,اتهاوى,True,8,6
arabizi_to_arabic,munaafis,منافس,منافس,True,8,5
arabic_to_arabizi,يعطش,y3attish,y3attish,True,4,8
arabic_to_arabizi,ظريف,zariif,zariif,True,4,6
arabizi_to_arabic,malle,ملة,ملة,True,5,3
arabizi_to_arabic,2iltaqat,التقط,التقط,True,8,5
arabic_to_arabizi,مستقطع,mustaqta3,mistaqti3,False,6,9
arabic_to_arabizi,تدنيس,tadniis,tadniis,True,5,7
arabic_to_arabizi,أنتخة,2antakha,2antakhe,False,5,8
arabizi_to_arabic,2ihwi,اهوي,اهوي,True,5,4
arabizi_to_arabic,yinqatal,ينقتل,ينقطل,False,8,5
arabic_to_arabizi,بعج,ba33aj,ba33ij,False,3,6
arabizi_to_arabic,qgidir,قدر,قدر,True,6,3
arabizi_to_arabic,fustuq faadi,فستق فاضي,فستق فضي,False,12,9
arabizi_to_arabic,2atayyir mayy,أطير مي,أطير مي,True,13,7
arabizi_to_arabic,kulfe,كلفة,كلفة,True,5,4
arabizi_to_arabic,hadde,هدة,هدة,True,5,3
arabizi_to_arabic,yjaddid shabaabo,يجدد شبابه,جاد بشبه,False,16,10
arabizi_to_arabic,yitshabbak,يتشبك,يتشبك,True,10,5
arabizi_to_arabic,fat7a,فتحة,فتحة,True,5,4
arabizi_to_arabic,laawid,لاود,لاود,True,6,4
arabizi_to_arabic,2it7affaz,اتحفز,اتحفظ,False,9,5
arabic_to_arabizi,جنوبي,januubi,januubi,True,5,7
arabizi_to_arabic,zayy 2ishshu3le,زي الشعلة,زي الشعة,False,15,9
arabic_to_arabizi,انفزر,2infizir,2infizir,True,5,8
arabizi_to_arabic,malaazim,ملازم,ملازم,True,8,5
arabic_to_arabizi,حت,7att,7att,True,2,4
arabizi_to_arabic,ma3tuuh,معتوه,معطوه,False,7,5
arabic_to_arabizi,أطرب,2atrab,2atrab,True,4,6
arabizi_to_arabic,tqahwatgahwa,تقهوى,تقهوث,False,12,5
arabizi_to_arabic,yit3abqar,يتعبقر,يتعبقر,True,9,6
arabizi_to_arabic,mtalli3,مطلع,متلع,False,7,4
arabic_to_arabizi,دوبح,dooba7,dooba7,True,4,6
arabic_to_arabizi,سلعوس,sal3uus,sal3uus,True,5,7
arabic_to_arabizi,يتبرقع,yitbarqa3,yitbarqa3,True,6,9
arabic_to_arabizi,فرفوش,farfuush,farfuush,True,5,8
arabic_to_arabizi,يدلبع,ydalbi3,ydalbi3,True,5,7
arabizi_to_arabic,yit7assaf,يتحسف,يتحسف,True,9,5
arabic_to_arabizi,شمس,shammas,shammis,False,3,7
arabic_to_arabizi,مدفش,midfashsh,mdaffish,False,4,9
arabic_to_arabizi,دلبع,dalba3,dalba3,True,4,6
arabic_to_arabizi,انترك,2intirik,2intirik,True,5,8
arabizi_to_arabic,2inqaaz,انقاذ,انقاز,False,7,5
arabizi_to_arabic,faayiq wuraayiq,فايق و رايق,فايق وريق,False,15,11
arabizi_to_arabic,2anshuuq2a,أنشوقة,أنشوق,False,10,6
arabizi_to_arabic,sarii7,صريح,صريح,True,6,4
arabic_to_arabizi,اكتساح,2iktisaa7,2iktisaa7,True,6,9
arabizi_to_arabic,marshuush rashsh,مرشوش رش,مرش شرش,False,16,8
arabic_to_arabizi,حرن,7irin,7arran,False,3,5
arabizi_to_arabic,tshabbak,تشبك,تشبك,True,8,4
arabizi_to_arabic,2aasaar,آثار,آثار,True,7,4
arabizi_to_arabic,biji7,بجح,بجح,True,5,3
arabizi_to_arabic,2insakan,انسكن,انسكن,True,8,5
arabic_to_arabizi,خضار,khudaar,khadaar,False,4,7
arabizi_to_arabic,tsaffat,تسفط,تسفط,True,7,4
arabic_to_arabizi,يقاسي,yqaasi,yqaasi,True,5,6
arabizi_to_arabic,2akhanzar,أخنزر,أخنزر,True,9,5
arabizi_to_arabic,2inmi7in,انمحن,انمحن,True,8,5
arabic_to_arabizi,مشروع,mashruu3,mashruu3,True,5,8
arabizi_to_arabic,ytinn,يطن,يطن,True,5,3
arabic_to_arabizi,بيت الشعر,beet 2ishsha3ar,beet 2ishsha3r,False,9,15
arabizi_to_arabic,yjaawiz,يجاوز,يجاوز,True,7,5
arabizi_to_arabic,khunub,خنب,خنب,True,6,3
arabic_to_arabizi,كفار,kuffaar,kafaar,False,4,7
arabic_to_arabizi,طلوع,tluu3,taltuu3,False,4,5
