source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
صورة,suura,suura,True,4,5,0-9,0-9,arabic_stripped
لم,lam,lamm,False,2,3,0-9,0-9,arabic_stripped
يدقمق,ydaqmiq,ydaqmiq,True,5,7,0-9,0-9,arabic_stripped
احلب,2i7lib,2i7lib,True,4,6,0-9,0-9,arabic_stripped
أجواد,2ajwaad,2ajwaad,True,5,7,0-9,0-9,arabic_stripped
يفوق,yfuuq,yfawwiq,False,4,5,0-9,0-9,arabic_stripped
سيئة,sayyi2a,sii2a,False,4,7,0-9,0-9,arabic_stripped
فوخر,fookhar,fookhir,False,4,7,0-9,0-9,arabic_stripped
نزع,naza3,nazza3,False,3,5,0-9,0-9,arabic_stripped
فرز,faraz,farriz,False,3,5,0-9,0-9,arabic_stripped
ألف,2alf,2allif,False,3,4,0-9,0-9,arabic_stripped
افطر,2iftar,2uftur,False,4,6,0-9,0-9,arabic_stripped
يدمل,yidmul,ydammil,False,4,6,0-9,0-9,arabic_stripped
يكفل,yikfal,ykaffil,False,4,6,0-9,0-9,arabic_stripped
قفل,qaffil,qaffal,False,3,6,0-9,0-9,arabic_stripped
يدرس,yidrus,ydarris,False,4,6,0-9,0-9,arabic_stripped
أجزاء,2ajzaa2,2ajzaa2,True,5,7,0-9,0-9,arabic_stripped
اتوغوش,2itwaghwash,2itwaghwash,True,6,11,0-9,10-19,arabic_stripped
يفرعن,yfar3in,yfar3in,True,5,7,0-9,0-9,arabic_stripped
يمختر,ymakhtir,ymakhtir,True,5,8,0-9,0-9,arabic_stripped
وسط,wasat,wassit,False,3,5,0-9,0-9,arabic_stripped
حاكي,7aaki,7aaki,True,4,5,0-9,0-9,arabic_stripped
استرجع,2istarja3,2istarja3,True,6,9,0-9,0-9,arabic_stripped
يبكس,ybakkish,ybakkis,False,4,8,0-9,0-9,arabic_stripped
ينقاد,yinqaad,yinqaad,True,5,7,0-9,0-9,arabic_stripped
مخاواة,mkhaawaa,mukhaawaa,False,6,8,0-9,0-9,arabic_stripped
ربح,ribi7,rabbi7,False,3,5,0-9,0-9,arabic_stripped
أوبئة,2awbi2a,2awba2a,False,5,7,0-9,0-9,arabic_stripped
يجهل,yijhal,yjahhil,False,4,6,0-9,0-9,arabic_stripped
برد,barid,barrid,False,3,5,0-9,0-9,arabic_stripped
افترس,2iftaras,2iftaras,True,5,8,0-9,0-9,arabic_stripped
ينطنط,ynatnit,yintin,False,5,7,0-9,0-9,arabic_stripped
لحام,la77aam,l7aam,False,4,7,0-9,0-9,arabic_stripped
اقلط,2uqlut,2uqlut,True,4,6,0-9,0-9,arabic_stripped
لا للسدة ولا للهدة ولا لعثرات الزمن,laa lissade wlaa lilhadde wlaa la3athraat 2izzaman,laa tilmis 2illaduuz 2il3anha 2illla warade,False,35,50,30-39,50-59,arabic_stripped
دري,darri,darri,True,3,5,0-9,0-9,arabic_stripped
خطاب,khitaab,khattaab,False,4,7,0-9,0-9,arabic_stripped
يترصد,yitrassad,yitrassad,True,5,9,0-9,0-9,arabic_stripped
اطرد,2utrud,2itrad,False,4,6,0-9,0-9,arabic_stripped
اتفعكش,2itfa3kash,2itfa3kash,True,6,10,0-9,10-19,arabic_stripped
ماخذ احتياطه,maakhid 2i7tiyaato,maakhidha ta7ayitha,False,12,18,10-19,10-19,arabic_stripped
حواليش,7awaaliish,7awaaliish,True,6,10,0-9,10-19,arabic_stripped
اشلش,2ishlish,2ishlish,True,4,8,0-9,0-9,arabic_stripped
اندرم,2indirim,2indaram,False,5,8,0-9,0-9,arabic_stripped
علامات الترقيم,3alamaat 2ittarqiim,3alamaat 2ilqariit,False,14,19,10-19,10-19,arabic_stripped
طوشة,tooshe,tuushe,False,4,6,0-9,0-9,arabic_stripped
حيف,7eef,7ayyif,False,3,4,0-9,0-9,arabic_stripped
ابرد,2ibrad,2ibrid,False,4,6,0-9,0-9,arabic_stripped
حرف,7araf,7arrif,False,3,5,0-9,0-9,arabic_stripped
يتوتد,yitwattad,yitwattad,True,5,9,0-9,0-9,arabic_stripped
انسخط,2insakhat,2insitikh,False,5,9,0-9,0-9,arabic_stripped
حلقة,7alqa,7alqa,True,4,5,0-9,0-9,arabic_stripped
يتزعم,yitza33am,yitza33am,True,5,9,0-9,0-9,arabic_stripped
اترحل,2itra77al,2itra77al,True,5,9,0-9,0-9,arabic_stripped
طرشاق,turshaaq,tarshaaq,False,5,8,0-9,0-9,arabic_stripped
أكراد,2akraad,2akraad,True,5,7,0-9,0-9,arabic_stripped
قنع,qini3,qanni3,False,3,5,0-9,0-9,arabic_stripped
مناتعة,mnaata3a,mnaata3a,True,6,8,0-9,0-9,arabic_stripped
انقشاع,2inqishaa3,2inqishaa3,True,6,10,0-9,10-19,arabic_stripped
قيلولة,qayluule,qiiluule,False,6,8,0-9,0-9,arabic_stripped
يتعفشك,yit3afshak,yit3afshak,True,6,10,0-9,10-19,arabic_stripped
فروة,farwe,farwe,True,4,5,0-9,0-9,arabic_stripped
ثياب,tyaab,syaab,False,4,5,0-9,0-9,arabic_stripped
جقر,jaqkar,jaqqar,False,3,6,0-9,0-9,arabic_stripped
دشب,dashshib,dashshib,True,3,8,0-9,0-9,arabic_stripped
كركمة,kurkamme,karkame,False,5,8,0-9,0-9,arabic_stripped
يستوعب,yistaw3ib,yistaw3ib,True,6,9,0-9,0-9,arabic_stripped
آنسة,2aanisa,2aanse,False,4,7,0-9,0-9,arabic_stripped
يدفدف,ydafdif,ydafdif,True,5,7,0-9,0-9,arabic_stripped
وقعة سخنة,waq3a sukhne,waq3it skhane,False,9,12,0-9,10-19,arabic_stripped
يسطو,yustu,ysatwi,False,4,5,0-9,0-9,arabic_stripped
اتهتك,2ithattik,2ithattak,False,5,9,0-9,0-9,arabic_stripped
مرتزي,mirtizi,murtazi,False,5,7,0-9,0-9,arabic_stripped
توقت,twaqqat,twaqqat,True,4,7,0-9,0-9,arabic_stripped
يكروت,ykarwit,ykarwit,True,5,7,0-9,0-9,arabic_stripped
يسفق,yusfuq,yisfuq,False,4,6,0-9,0-9,arabic_stripped
يعدي,yi3di,yi3di,True,4,5,0-9,0-9,arabic_stripped
تغيب,tghayyab,tghayyab,True,4,8,0-9,0-9,arabic_stripped
استنتج,2istantaj,2istantij,False,6,9,0-9,0-9,arabic_stripped
يهجر,yhajjir,yhajjir,True,4,7,0-9,0-9,arabic_stripped
اشهر,2ishhir,2ishhar,False,4,7,0-9,0-9,arabic_stripped
ينطح,yinta7,yinta7,True,4,6,0-9,0-9,arabic_stripped
يتأوه,yit2awwah,yit2awwah,True,5,9,0-9,0-9,arabic_stripped
مش عاجبك روح انتف حواجبك,mish 3aajbak ruu7 2intif 7awaadjbak,mish 3ajaak biruu7 wunaafak bit,False,24,35,20-29,30-39,arabic_stripped
أرهق,2arhaq,2arhaq,True,4,6,0-9,0-9,arabic_stripped
اندلح,2indala7,2indili7,False,5,8,0-9,0-9,arabic_stripped
صوبن,soobin,sooban,False,4,6,0-9,0-9,arabic_stripped
يرهرط,yrahrit,yrahrit,True,5,7,0-9,0-9,arabic_stripped
شخبط,shakhbat,shakhbat,True,4,8,0-9,0-9,arabic_stripped
أراجيل,2araagiil,2araajiil,False,6,9,0-9,0-9,arabic_stripped
افتعال,2ifti3aal,2ifti3aal,True,6,9,0-9,0-9,arabic_stripped
لازز,laaziz,laaziz,True,4,6,0-9,0-9,arabic_stripped
قرا,qara,qarra,False,3,4,0-9,0-9,arabic_stripped
تملق,tamalluq,tmallaq,False,4,8,0-9,0-9,arabic_stripped
كستك,kustuk,kastak,False,4,6,0-9,0-9,arabic_stripped
اجزم,2ijzim,2ijzim,True,4,6,0-9,0-9,arabic_stripped
كافي,kaafi,kaafi,True,4,5,0-9,0-9,arabic_stripped
يربك,yirbik,yrabbik,False,4,6,0-9,0-9,arabic_stripped
فرامة,farraame,fraame,False,5,8,0-9,0-9,arabic_stripped
دمر,dammar,dammir,False,3,6,0-9,0-9,arabic_stripped
مخطوف,makhtuuf,makhtuuf,True,5,8,0-9,0-9,arabic_stripped
شماعة,shammaa3a,shammaa3a,True,5,9,0-9,0-9,arabic_stripped
انعطف,2in3ataf,2in3itif,False,5,8,0-9,0-9,arabic_stripped
خناقة,khnaa2a,khanaaqa,False,5,7,0-9,0-9,arabic_stripped
متكدر,mitkaddir,mitkaddir,True,5,9,0-9,0-9,arabic_stripped
يندغ,yindugh,ynaddigh,False,4,7,0-9,0-9,arabic_stripped
بصم,basim,bassim,False,3,5,0-9,0-9,arabic_stripped
مبارزة,mubaaraze,mbaaraze,False,6,9,0-9,0-9,arabic_stripped
بدو,biddo,badu,False,3,5,0-9,0-9,arabic_stripped
كلامه زي هبال الطبيخ,kalaamo zayy hubbaal 2ittabiikh,kulllamo maa yizbakhat,False,20,31,20-29,30-39,arabic_stripped
فاش,faash,faash,True,3,5,0-9,0-9,arabic_stripped
عمالة,3amaala,3ammaale,False,5,7,0-9,0-9,arabic_stripped
صافن,saafin,saafin,True,4,6,0-9,0-9,arabic_stripped
عصي,3usi,3assi,False,3,4,0-9,0-9,arabic_stripped
غسل,ghasal,ghassil,False,3,6,0-9,0-9,arabic_stripped
يديم,ydiim,ydiim,True,4,5,0-9,0-9,arabic_stripped
نمر,nammir,nammir,True,3,6,0-9,0-9,arabic_stripped
وازن,waazan,waazin,False,4,6,0-9,0-9,arabic_stripped
غلبان,ghalbaan,ghalbaan,True,5,8,0-9,0-9,arabic_stripped
خام,khaam,khaam,True,3,5,0-9,0-9,arabic_stripped
يزرزر,yzarzirr,yzarzir,False,5,8,0-9,0-9,arabic_stripped
شوادر,shawaadir,shawaadir,True,5,9,0-9,0-9,arabic_stripped
تنسيف,tansiif,tansiif,True,5,7,0-9,0-9,arabic_stripped
نجم,nijim,najjam,False,3,5,0-9,0-9,arabic_stripped
يتلائم,yitlaa2am,yitlaa2am,True,6,9,0-9,0-9,arabic_stripped
بيوت,byuut,byuut,True,4,5,0-9,0-9,arabic_stripped
حصحص,7as7as,7as7as,True,4,6,0-9,0-9,arabic_stripped
اتكرفت,2itkarfat,2itkarfat,True,6,9,0-9,0-9,arabic_stripped
يفشكل,yfashkil,yfashkil,True,5,8,0-9,0-9,arabic_stripped
ارتعب,2irta3ab,2irta3ib,False,5,8,0-9,0-9,arabic_stripped
استحين,2ista7yin,2ista7yin,True,6,9,0-9,0-9,arabic_stripped
مبنص,mbannis,mbannis,True,4,7,0-9,0-9,arabic_stripped
قعفر,qu3fur,qa3fir,False,4,6,0-9,0-9,arabic_stripped
عطش,3attash,3attish,False,3,7,0-9,0-9,arabic_stripped
يصفى,yisfa,yisfa,True,4,5,0-9,0-9,arabic_stripped
يتمسمر,yitmasmar,yitmasmar,True,6,9,0-9,0-9,arabic_stripped
منقوق,manquuqman2uu2,manquuq,False,5,14,0-9,10-19,arabic_stripped
حمل أهلي جميلة,7ammal 2ahli jmiile,7ammal 2ahli jmiile,True,14,19,10-19,10-19,arabic_stripped
فناجيل,fanajiil,fanaajiil,False,6,8,0-9,0-9,arabic_stripped
تغسل,tghassal,tghassal,True,4,8,0-9,0-9,arabic_stripped
عراقية,3iraagiyye,3araaqiyye,False,6,10,0-9,10-19,arabic_stripped
كيكح,keeki7,keeki7,True,4,6,0-9,0-9,arabic_stripped
مرطرط,mratrit,mratrit,True,5,7,0-9,0-9,arabic_stripped
تحومر,t7oomar,t7oomar,True,5,7,0-9,0-9,arabic_stripped
يجلجل,yjaljil,yjaldjil,False,5,7,0-9,0-9,arabic_stripped
بقلاوة,baqlawa,baqlaawe,False,6,7,0-9,0-9,arabic_stripped
اسلخ,2islakh,2islakh,True,4,7,0-9,0-9,arabic_stripped
أزمة اقتصادية,2azme 2iqtisaadiyye,2azme taqasiye,False,13,19,10-19,10-19,arabic_stripped
اسمه بالأرض,2ismo bil2ard,2ismo bidhar,False,11,13,10-19,10-19,arabic_stripped
رص,rass,russ,False,2,4,0-9,0-9,arabic_stripped
حلمز,7almiz,7almiz,True,4,6,0-9,0-9,arabic_stripped
حبكة القصة,7abkit 2ilqissa,7abbit 2ilkusse,False,10,15,10-19,10-19,arabic_stripped
يتعجرف,yit3ajraf,yit3arfaj,False,6,9,0-9,0-9,arabic_stripped
يتشائم,yitshaa2am,yitshaa2am,True,6,10,0-9,10-19,arabic_stripped
ركوع,rukuu3,rukuu3,True,4,6,0-9,0-9,arabic_stripped
عصرونة,3asruune,3asruune,True,6,8,0-9,0-9,arabic_stripped
يتمزع,yitmazza3,yitmazza3,True,5,9,0-9,0-9,arabic_stripped
حويط,7awwiit,7awiit,False,4,7,0-9,0-9,arabic_stripped
مشتل,mashtal,mshattil,False,4,7,0-9,0-9,arabic_stripped
يسطل,yustul,ysattil,False,4,6,0-9,0-9,arabic_stripped
احدف,2i7dif,2i7dif,True,4,6,0-9,0-9,arabic_stripped
بندق,bunduq,bandaq,False,4,6,0-9,0-9,arabic_stripped
فارش,faarish,faarish,True,4,7,0-9,0-9,arabic_stripped
متخفي,mutakhaffi,mitkhayyif,False,5,10,0-9,10-19,arabic_stripped
يعوف,y3uuf,y3awwif,False,4,5,0-9,0-9,arabic_stripped
ما بتيجي غرزة فيك,maa btiiji ghurze fiiki,maa btiijii ze ghurafe,False,17,23,10-19,20-29,arabic_stripped
حملها عزيز,7amilha 3aziiz,7amlo 3azeezo,False,10,14,10-19,10-19,arabic_stripped
وطي,witi,watti,False,3,4,0-9,0-9,arabic_stripped
قاطع إيده وشاحد عليها,qaati3 2iido wushaa7id 3aleeha,qaati3 3adiihha wa7ala shaado,False,21,30,20-29,30-39,arabic_stripped
عبى راس,3abba raaso,3abba raas,False,7,11,0-9,10-19,arabic_stripped
غمض,ghammad,ghammid,False,3,7,0-9,0-9,arabic_stripped
على الله,3ala 2alla,3ala 2illa,False,8,10,0-9,10-19,arabic_stripped
ما ظنيتي,maa zanneeti,maa diiniti,False,8,12,0-9,10-19,arabic_stripped
قرقة,krukke,qarqa,False,4,6,0-9,0-9,arabic_stripped
شوطة,shoote,shoota,False,4,6,0-9,0-9,arabic_stripped
اتلقى,2itlaqqa,2itlaqqa,True,5,8,0-9,0-9,arabic_stripped
حلاشة,7laashe,7alaashe,False,5,7,0-9,0-9,arabic_stripped
تباوس,tbaawas,tbaawas,True,5,7,0-9,0-9,arabic_stripped
مغط,maghghat,maghghat,True,3,8,0-9,0-9,arabic_stripped
مية مرشحة,miit marsha7a,mii mashar7a,False,9,13,0-9,10-19,arabic_stripped
حناين,7anaayin,7anaayin,True,5,8,0-9,0-9,arabic_stripped
يتحرمص,yit7armas,yit7armas,True,6,9,0-9,0-9,arabic_stripped
انسطح,2insata7,2insiti7,False,5,8,0-9,0-9,arabic_stripped
يتطول,yittawal,yittawwal,False,5,8,0-9,0-9,arabic_stripped
فعط,fa3at,fa33it,False,3,5,0-9,0-9,arabic_stripped
تكركز,tkarkaz,tkarkaz,True,5,7,0-9,0-9,arabic_stripped
يي عاليهود,yii 3alyahuud,yiid 3aalo,False,10,13,10-19,10-19,arabic_stripped
ينتفض,yintifid,yintifid,True,5,8,0-9,0-9,arabic_stripped
غبر,ghabbir,ghabbar,False,3,7,0-9,0-9,arabic_stripped
طهر,tahhir,tahhir,True,3,6,0-9,0-9,arabic_stripped
داشع,daashi3,daashi3,True,4,7,0-9,0-9,arabic_stripped
طحبش,ta7bish,ta7bish,True,4,7,0-9,0-9,arabic_stripped
يستفهم,yistafhim,yistafhim,True,6,9,0-9,0-9,arabic_stripped
قود,quud,qawwad,False,3,4,0-9,0-9,arabic_stripped
داين,daayan,daayin,False,4,6,0-9,0-9,arabic_stripped
عقر,3uqur,3aqqar,False,3,5,0-9,0-9,arabic_stripped
سعادين,sa3aadiin,sa3aadiin,True,6,9,0-9,0-9,arabic_stripped
استفحل,2istaf7al,2istaf7il,False,6,9,0-9,0-9,arabic_stripped
يشاهد,yshaahid,yshaahid,True,5,8,0-9,0-9,arabic_stripped
استهون,2istahwan,2istahwin,False,6,9,0-9,0-9,arabic_stripped
مز,mazz,mizz,False,2,4,0-9,0-9,arabic_stripped
اتغربل,2itgharbal,2itgharbal,True,6,10,0-9,10-19,arabic_stripped
اتخبا,2itkhabba,2itkhabba,True,5,9,0-9,0-9,arabic_stripped
عفق,3afak,3affaq,False,3,5,0-9,0-9,arabic_stripped
طلق,talq,talliq,False,3,4,0-9,0-9,arabic_stripped
يحنص,y7annis,y7annis,True,4,7,0-9,0-9,arabic_stripped
انلدغ,2inlidigh,2inladagh,False,5,9,0-9,0-9,arabic_stripped
قتب,qutub,qattib,False,3,5,0-9,0-9,arabic_stripped
مواضيع,mawaadii3,mawaadii3,True,6,9,0-9,0-9,arabic_stripped
تبحيرة,tab7iira,tab7iire,False,6,8,0-9,0-9,arabic_stripped
يشحبر,ysha7bir,ysha7bir,True,5,8,0-9,0-9,arabic_stripped
ييأس,yiiy2as,y2ayyis,False,4,7,0-9,0-9,arabic_stripped
يتطرف,yittarraf,yittarraf,True,5,9,0-9,0-9,arabic_stripped
نشوة,nashwe,nashwe,True,4,6,0-9,0-9,arabic_stripped
نطح,nata7,natti7,False,3,5,0-9,0-9,arabic_stripped
ارسخ,2irsakh,2irsakh,True,4,7,0-9,0-9,arabic_stripped
حلم,7ilim,7allim,False,3,5,0-9,0-9,arabic_stripped
حاسم,7aasim,7aasim,True,4,6,0-9,0-9,arabic_stripped
ناطح,naata7,naati7,False,4,6,0-9,0-9,arabic_stripped
مساحيق التجميل,masaa7iiq 2ittajmiil,masa7iiq 2iljamiil,False,14,20,10-19,20-29,arabic_stripped
نسج,nasaj,nassij,False,3,5,0-9,0-9,arabic_stripped
اندعك,2inda3ik,2inda3ak,False,5,8,0-9,0-9,arabic_stripped
نعوس,na3was,na3wis,False,4,6,0-9,0-9,arabic_stripped
دافش,daafash,daafish,False,4,7,0-9,0-9,arabic_stripped
كل زيت وانطح الحيط,kull zeet wu2inta7 2il7eet,kalti zeet 7aan waatiilak,False,18,26,10-19,20-29,arabic_stripped
طاسة وحده,taase wa7de,taasit wu7adde,False,9,11,0-9,10-19,arabic_stripped
وسع,wassa3,wassi3,False,3,6,0-9,0-9,arabic_stripped
ذكريات,zikrayaat,zakriyyaat,False,6,9,0-9,0-9,arabic_stripped
حجاب,7ijaab,7jaab,False,4,6,0-9,0-9,arabic_stripped
ألف رحمة ونور عليه,2alf ra7me wunuur,2alfar7a mar3oon wile,False,18,17,10-19,10-19,arabic_stripped
باقورة,baaquura,baaquura,True,6,8,0-9,0-9,arabic_stripped
مكلح,mkalli7,mkalli7,True,4,7,0-9,0-9,arabic_stripped
باعد,baa3ad,baa3id,False,4,6,0-9,0-9,arabic_stripped
استصغر,2istasghar,2istasghir,False,6,10,0-9,10-19,arabic_stripped
يتشلح,yitshalla7,yitshalla7,True,5,10,0-9,10-19,arabic_stripped
يجاور,yjaawir,yjaawir,True,5,7,0-9,0-9,arabic_stripped
نسيان,nisyaan,nasiyaan,False,5,7,0-9,0-9,arabic_stripped
يغمض,yighmad,yghammid,False,4,7,0-9,0-9,arabic_stripped
قرقرة,gargara,qarqara,False,5,7,0-9,0-9,arabic_stripped
قرم,qaram,qarrim,False,3,5,0-9,0-9,arabic_stripped
خول,khawwil,khawwil,True,3,7,0-9,0-9,arabic_stripped
يهود,yahuud,yhawwid,False,4,6,0-9,0-9,arabic_stripped
لسينة,lseene,lseene,True,5,6,0-9,0-9,arabic_stripped
جرسون,garsoon,jarsuun,False,5,7,0-9,0-9,arabic_stripped
يتسبح,yitsabba7,yitsabba7,True,5,9,0-9,0-9,arabic_stripped
يزيدها عليه,yziidha 3alee,yziidha 2il3ayyhid,False,11,13,10-19,10-19,arabic_stripped
نسخة,nuskha,naskha,False,4,6,0-9,0-9,arabic_stripped
ارقع,2irqa3,2irqa3,True,4,6,0-9,0-9,arabic_stripped
أخذ,2akhad,2akhad,True,3,6,0-9,0-9,arabic_stripped
فك,fikk,fakk,False,2,4,0-9,0-9,arabic_stripped
توج,tawwij,tawwaj,False,3,6,0-9,0-9,arabic_stripped
سرداحي مرداحي,sirdaa7i mirdaa7i,sirda7i maariid,False,13,17,10-19,10-19,arabic_stripped
تنمر,tnammar,tnammar,True,4,7,0-9,0-9,arabic_stripped
سنسال,sinsaal,sansaal,False,5,7,0-9,0-9,arabic_stripped
يطابق,ytaabiq,ytaabiq,True,5,7,0-9,0-9,arabic_stripped
يلقط,yulqut,ylaqqit,False,4,6,0-9,0-9,arabic_stripped
سحري,si7ri,sa7ri,False,4,5,0-9,0-9,arabic_stripped
تشريب,tashriib,tashriib,True,5,8,0-9,0-9,arabic_stripped
جرجح,djardja7,jardji7,False,4,8,0-9,0-9,arabic_stripped
رخوي,rakhawi,rakhwi,False,4,7,0-9,0-9,arabic_stripped
انهبل,2inhibil,2inhibil,True,5,8,0-9,0-9,arabic_stripped
طبع,taba3,tabbi3,False,3,5,0-9,0-9,arabic_stripped
بالتفصيل الممل,bittafsiil 2ilmumill,bittalafiim 2illasaal,False,14,20,10-19,20-29,arabic_stripped
فاتح بطنه,faati7 batno,faati7 btano,False,9,12,0-9,10-19,arabic_stripped
عورة,3awra,3oora,False,4,5,0-9,0-9,arabic_stripped
زكي,zakki,zakki,True,3,5,0-9,0-9,arabic_stripped
ترويسة,tarwiise,tarwiise,True,6,8,0-9,0-9,arabic_stripped
فصل,fasil,fassil,False,3,5,0-9,0-9,arabic_stripped
ممسلغ,2immasligh,mmsaghligh,False,5,10,0-9,10-19,arabic_stripped
طالع,taala3,taali3,False,4,6,0-9,0-9,arabic_stripped
فلفل أسود,filfil 2aswad,falf 2aswad,False,9,13,0-9,10-19,arabic_stripped
حواف,7awaaf,7awwaaf,False,4,6,0-9,0-9,arabic_stripped
ينخرس,yinkhiris,yinkhiris,True,5,9,0-9,0-9,arabic_stripped
أنث,2annis,2annas,False,3,6,0-9,0-9,arabic_stripped
دهاديش,dahaadiish,dahaadiish,True,6,10,0-9,10-19,arabic_stripped
مشط,mashshit,mashshat,False,3,8,0-9,0-9,arabic_stripped
واسع,waasi3,waasi3,True,4,6,0-9,0-9,arabic_stripped
تعرج,ta3arruj,t3arraj,False,4,8,0-9,0-9,arabic_stripped
أن,2ann,2ann,True,2,4,0-9,0-9,arabic_stripped
استنظف,2istandif,2istandaf,False,6,9,0-9,0-9,arabic_stripped
يتشرع,yitsharra3,yitsharra3,True,5,10,0-9,10-19,arabic_stripped
مفضل عراسي من فوق,mfaddil 3araasi min fooq,maffuul 3ala qraas maaniid,False,17,24,10-19,20-29,arabic_stripped
وغوش,waghwish,waghwish,True,4,8,0-9,0-9,arabic_stripped
اقتراح,2iqtiraa7,2iqtiraa7,True,6,9,0-9,0-9,arabic_stripped
هزائم,hazaa2im,hazaa2im,True,5,8,0-9,0-9,arabic_stripped
خجل,khajjal,khajjal,True,3,7,0-9,0-9,arabic_stripped
حكيم,7akiim,7akiim,True,4,6,0-9,0-9,arabic_stripped
مهزور,mahzuur,mahzuur,True,5,7,0-9,0-9,arabic_stripped
أوفد,2awfad,2awfad,True,4,6,0-9,0-9,arabic_stripped
شوش,shawwash,shawwish,False,3,8,0-9,0-9,arabic_stripped
يديون,ydeewin,ydayuun,False,5,7,0-9,0-9,arabic_stripped
مركاس,mirkaas,markaas,False,5,7,0-9,0-9,arabic_stripped
تملى,tmalla,tmalla,True,4,6,0-9,0-9,arabic_stripped
فرايحي,faraay7i,faraayi7,False,6,8,0-9,0-9,arabic_stripped
تقصى,tqassa,tqassa,True,4,6,0-9,0-9,arabic_stripped
انطفس,2intifis,2intafas,False,5,8,0-9,0-9,arabic_stripped
أهون بلا,2ahwan bala,2ahoon bila,False,8,11,0-9,10-19,arabic_stripped
مواطنة,muwaatane,mwaatane,False,6,9,0-9,0-9,arabic_stripped
قرقد,qarqid,qarqid,True,4,6,0-9,0-9,arabic_stripped
يتبعز,yitba33az,yitba33az,True,5,9,0-9,0-9,arabic_stripped
اعطس,2u3tus,2i3tas,False,4,6,0-9,0-9,arabic_stripped
نملية,namliyye,namliyye,True,5,8,0-9,0-9,arabic_stripped
يلقي اللوم,yulqi 2illoom,ylaqqiil 2ilwam,False,10,13,10-19,10-19,arabic_stripped
مهمز,mahmiz,mhammiz,False,4,6,0-9,0-9,arabic_stripped
تهزز,thazzaz,thazzaz,True,4,7,0-9,0-9,arabic_stripped
يطاوع,ytaawi3,ytaawi3,True,5,7,0-9,0-9,arabic_stripped
علي,3ali,3alli,False,3,4,0-9,0-9,arabic_stripped
يحترف,yi7tarif,yi7tirif,False,5,8,0-9,0-9,arabic_stripped
ينفرم,yinifrim,yinfirim,False,5,8,0-9,0-9,arabic_stripped
سواحل,sawaa7il,sawaa7il,True,5,8,0-9,0-9,arabic_stripped
هتيكة,hattiike,hatiike,False,5,8,0-9,0-9,arabic_stripped
أبوس إيدك,2abuus 2iidak,2abu siidak,False,9,13,0-9,10-19,arabic_stripped
ارتوى,2irtawa,2irtawa,True,5,7,0-9,0-9,arabic_stripped
مهابيش,mahaabiish,mahaabiish,True,6,10,0-9,10-19,arabic_stripped
حكاوي,7akaawi,7akaawi,True,5,7,0-9,0-9,arabic_stripped
دست,dist,dassit,False,3,4,0-9,0-9,arabic_stripped
توداية,tuudaaye,tawdaaye,False,6,8,0-9,0-9,arabic_stripped
وغيره,wugheero,waghiir,False,5,8,0-9,0-9,arabic_stripped
برط حومة,bart 7oome,bart 7uume,False,8,10,0-9,10-19,arabic_stripped
شيطاني,shaytaani,shiitaani,False,6,9,0-9,0-9,arabic_stripped
خطية,khatiyye,khatye,False,4,8,0-9,0-9,arabic_stripped
تصفن,tsaffan,tsaffan,True,4,7,0-9,0-9,arabic_stripped
سموم,samuum,sumuum,False,4,6,0-9,0-9,arabic_stripped
مكتب,maktab,mkattib,False,4,6,0-9,0-9,arabic_stripped
اتنافس,2itnaafas,2itnaafas,True,6,9,0-9,0-9,arabic_stripped
لسعة,las3a,las3a,True,4,5,0-9,0-9,arabic_stripped
هلقيت,halqeet,halqiit,False,5,7,0-9,0-9,arabic_stripped
يتوقع,yitwaqqa3,yitwaqqa3,True,5,9,0-9,0-9,arabic_stripped
هافت,haafit,haafit,True,4,6,0-9,0-9,arabic_stripped
مسواطة,miswaata,muswaata,False,6,8,0-9,0-9,arabic_stripped
شقي,shaqi,shaqi,True,3,5,0-9,0-9,arabic_stripped
تحري,ta7arri,ta7ri,False,4,7,0-9,0-9,arabic_stripped
صن,sannat,sann,False,2,6,0-9,0-9,arabic_stripped
طوبن,toobin,tooban,False,4,6,0-9,0-9,arabic_stripped
واطي,waati,waati,True,4,5,0-9,0-9,arabic_stripped
أبيض,2abyad,2abiid,False,4,6,0-9,0-9,arabic_stripped
مناحل,manaa7il,manaa7il,True,5,8,0-9,0-9,arabic_stripped
كر,karr,kurr,False,2,4,0-9,0-9,arabic_stripped
تحرير,ta7riir,ta7riir,True,5,7,0-9,0-9,arabic_stripped
ينازع,ynaazi3,ynaazi3,True,5,7,0-9,0-9,arabic_stripped
دراسة,draase,darraase,False,5,6,0-9,0-9,arabic_stripped
فتاحة,fattaa7a,fataa7a,False,5,8,0-9,0-9,arabic_stripped
استصعب,2istas3ab,2istas3ib,False,6,9,0-9,0-9,arabic_stripped
ذنين,dineen,daniin,False,4,6,0-9,0-9,arabic_stripped
يخضخض,ykhadkhid,ykhadkhid,True,5,9,0-9,0-9,arabic_stripped
المنية ولا الدنية,2almaniyye wala 2iddaniyye,2ilminye wilda 2ilwanyaa,False,17,26,10-19,20-29,arabic_stripped
بلبعة,balba3a,balba3a,True,5,7,0-9,0-9,arabic_stripped
انلطش,2inlatash,2inlitish,False,5,9,0-9,0-9,arabic_stripped
يلفت,yilfit,ylaffit,False,4,6,0-9,0-9,arabic_stripped
صهلل,sahlil,sahlal,False,4,6,0-9,0-9,arabic_stripped
