source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
مَتْلِيك,matliik,matliik,True,8,7,0-9,0-9,arabic_harakat
اِلْهِي,2ilhi,2ilhi,True,7,5,0-9,0-9,arabic_harakat
مْعَفِّن,m3affin,m3affin,True,8,7,0-9,0-9,arabic_harakat
سَرَاب,saraab,saraab,True,6,6,0-9,0-9,arabic_harakat
فَرَّاكِة سِجَّاد,farraakit sijjaad,farraakit sajid,False,17,17,10-19,10-19,arabic_harakat
حُلَفَاء,7ulafaa2,7ulafaa2,True,8,8,0-9,0-9,arabic_harakat
يِتْلَاسَن,yitlaasan,yitlaasan,True,10,9,10-19,0-9,arabic_harakat
يحَضِّر,y7addir,y7addir,True,7,7,0-9,0-9,arabic_harakat
تْأَقْلَم,t2aqlam,t2aqlam,True,9,7,0-9,0-9,arabic_harakat
اِنْتِتِر,2intatir,2intitir,False,9,8,0-9,0-9,arabic_harakat
بَطِنْهَا لَحَلِقْهَا,batinha la7aliqha,batinha la7aqilha,False,21,17,20-29,10-19,arabic_harakat
رَهِّب,rahhib,rahhib,True,6,6,0-9,0-9,arabic_harakat
يِتْهَدَّد,yithaddad,yithaddad,True,10,9,10-19,0-9,arabic_harakat
كَنِّع,tshanni3,kanni3,False,6,8,0-9,0-9,arabic_harakat
كَلْب,kalb,kalb,True,5,4,0-9,0-9,arabic_harakat
عَرَّب,3arrab,3arrab,True,6,6,0-9,0-9,arabic_harakat
اِتْصَفَّى,2itsaffa,2itsaffa,True,10,8,10-19,0-9,arabic_harakat
يِنْسَكِب,yinsakib,yinsakib,True,9,8,0-9,0-9,arabic_harakat
اِتْخَوزَق,2itkhoozaq,2itkhoozaq,True,10,10,10-19,10-19,arabic_harakat
يِنْخَرَس,yinkhiris,yinkharas,False,9,9,0-9,0-9,arabic_harakat
نَعَامِة ترفسك,na3aame turfusak,na3aame tirkafse,False,14,16,10-19,10-19,arabic_harakat
مْرَفَّل,mraffal,mraffal,True,8,7,0-9,0-9,arabic_harakat
مُجِير,mujiir,mujiir,True,6,6,0-9,0-9,arabic_harakat
زُقُم العِجِل,zuqum 2il3ijil,zuqm 2il3ij,False,13,14,10-19,10-19,arabic_harakat
يِتْدَارَك,yiddaarak,yiddaarak,True,10,9,10-19,0-9,arabic_harakat
مَنَاخ,manaakh,manaakh,True,6,7,0-9,0-9,arabic_harakat
وَجِّه,wajjih,wajjih,True,6,6,0-9,0-9,arabic_harakat
دَوْرِيِّة,dawriyya,dawriyye,False,10,8,10-19,0-9,arabic_harakat
بَقْبَش,baqkbash,baqkbash,True,7,8,0-9,0-9,arabic_harakat
تْطَاوَق,2ittaawaq,2ittaawaq,True,8,9,0-9,0-9,arabic_harakat
شِيذ,shiidh,shiidh,True,4,6,0-9,0-9,arabic_harakat
عَاكَس,3aakas,3aakas,True,6,6,0-9,0-9,arabic_harakat
مُجَازَفِة,mujaazafe,mujaazafe,True,10,9,10-19,0-9,arabic_harakat
حُثَالِة المُجْتَمَع,7usaalit 2ilmujtama3,7uthaalit 2ilmujtama3,False,20,20,20-29,20-29,arabic_harakat
مَحْشِي,ma7shi,ma7shi,True,7,6,0-9,0-9,arabic_harakat
لَمْلَم,lamlam,lamlam,True,7,6,0-9,0-9,arabic_harakat
سَمِّن,sammin,sammin,True,6,6,0-9,0-9,arabic_harakat
مْعَبِّد,m3abbid,m3abbid,True,8,7,0-9,0-9,arabic_harakat
يِقْدَر,yiqdar,yiqdar,True,7,6,0-9,0-9,arabic_harakat
مْرَمِّد,mrammid,mrammid,True,8,7,0-9,0-9,arabic_harakat
مَصْبُوغ,masbuugh,masbuugh,True,8,8,0-9,0-9,arabic_harakat
تْجَرْمَع,tdjarma3,tjarma3,False,9,8,0-9,0-9,arabic_harakat
حطيت مِلِح عَالجرح وسكتت,7atteet mili7 3aljuru7 wusakatit,7atiim lit7il 3awatijr ta7asak,False,24,32,20-29,30-39,arabic_harakat
تَهْلِيلِة,tahliile,tahliile,True,10,8,10-19,0-9,arabic_harakat
مِش ولَا بُدّ,mish wala bud,mish wala badd,False,13,13,10-19,10-19,arabic_harakat
يِتْرَبَّى,yitrabba,yitrabba,True,10,8,10-19,0-9,arabic_harakat
بَعْزَق,ba3zaq,ba3zaqk,False,7,6,0-9,0-9,arabic_harakat
نَضْوِة,nadwe,nadwe,True,7,5,0-9,0-9,arabic_harakat
صِرَاع,siraa3,siraa3,True,6,6,0-9,0-9,arabic_harakat
قَشِّل,qkashshil,qashshil,False,6,9,0-9,0-9,arabic_harakat
يِتْكَنَّز,yitkannaz,yitkannaz,True,10,9,10-19,0-9,arabic_harakat
يجُرّ,yjurr,yjurr,True,5,5,0-9,0-9,arabic_harakat
صَهْصَنِة,sahsane,sahsane,True,9,7,0-9,0-9,arabic_harakat
يْحَرِّف,y7arrif,y7arrif,True,8,7,0-9,0-9,arabic_harakat
يَهُوديِّة,yahuudiyye,yahuudiyye,True,10,10,10-19,10-19,arabic_harakat
أُسْلُوب,2usluub,2usluub,True,8,7,0-9,0-9,arabic_harakat
اِسْتَفْقِد,2istafqid,2istafqid,True,11,9,10-19,0-9,arabic_harakat
بَقْرَن,baqran,baqran,True,7,6,0-9,0-9,arabic_harakat
فَبَارِيك,fabaariik,fabaariik,True,9,9,0-9,0-9,arabic_harakat
جَرْسَون,garsoon,jarsoon,False,8,7,0-9,0-9,arabic_harakat
وَحْشِة,wa7she,wa7she,True,7,6,0-9,0-9,arabic_harakat
فَسِّد,fassid,fassid,True,6,6,0-9,0-9,arabic_harakat
تَالْيِة,taalye,taalye,True,8,6,0-9,0-9,arabic_harakat
يِعْصِي,yi3si,yi3si,True,7,5,0-9,0-9,arabic_harakat
سيَّارَة إِسْعَاف,sayyaarit 2is3aaf,sayyaara sa3fe,False,17,17,10-19,10-19,arabic_harakat
قَرْمِز ونقِّي,garmiz wunaggi,qarmiz wuniq,False,14,14,10-19,10-19,arabic_harakat
سِجِل,sijil,sijil,True,5,5,0-9,0-9,arabic_harakat
تْشَارَك,tshaarak,tshaarak,True,8,8,0-9,0-9,arabic_harakat
أَجْوِبِة,2ajwibe,2ajwibe,True,9,7,0-9,0-9,arabic_harakat
شَفْطَة,shafta,shafta,True,7,6,0-9,0-9,arabic_harakat
مَا بْتِنْبَلّ بْثِمُّه فُولِة,maa btinball btimmo fuule,maa btinnit bilmmo foluub,False,30,25,30-39,20-29,arabic_harakat
بَدَن,badan,badan,True,5,5,0-9,0-9,arabic_harakat
المَفْرُوض,2ilmafruud,2ilmafruud,True,10,10,10-19,10-19,arabic_harakat
مِسْتَنْظِف,mistandif,mistandif,True,11,9,10-19,0-9,arabic_harakat
يلِسّ,yliss,yliss,True,5,5,0-9,0-9,arabic_harakat
الجوز بَالبيت رحمة حتى لو كَان فَحْمِة,2iljooz bilbeet ra7me 7atta law kaan fa7me,2iljooz bilbaat fit7ak ruun7 maze latija7me,False,38,42,30-39,40-49,arabic_harakat
يثَمِّر,ythammir,ythammir,True,7,8,0-9,0-9,arabic_harakat
هَدِّد,haddid,haddid,True,6,6,0-9,0-9,arabic_harakat
هُتُر,hutur,hutur,True,5,5,0-9,0-9,arabic_harakat
دَعِّم,da33im,da33im,True,6,6,0-9,0-9,arabic_harakat
فَرَّج,farraj,farraj,True,6,6,0-9,0-9,arabic_harakat
لَبَّك,labbak,labbak,True,6,6,0-9,0-9,arabic_harakat
اِزْهَق,2izhaq,2izhaq,True,7,6,0-9,0-9,arabic_harakat
زَيِّت,zayyit,zayyit,True,6,6,0-9,0-9,arabic_harakat
يْرَاكِم,yraakim,yraakim,True,8,7,0-9,0-9,arabic_harakat
اِتْخَلَّف,2itkhallaf,2itkhallaf,True,10,10,10-19,10-19,arabic_harakat
اِنْلِغِي,2inlighi,2inlighi,True,9,8,0-9,0-9,arabic_harakat
اِرْقُص,2irqus,2irqus,True,7,6,0-9,0-9,arabic_harakat
يلَهِّي,ylahhi,ylahhi,True,7,6,0-9,0-9,arabic_harakat
اِعْشَى,2i3sha,2i3sha,True,7,6,0-9,0-9,arabic_harakat
يعَشَّي,y3ashshi,y3ashshi,True,7,8,0-9,0-9,arabic_harakat
كَسَح,kasa7,kasa7,True,5,5,0-9,0-9,arabic_harakat
ضِعِف,di3if,di3if,True,5,5,0-9,0-9,arabic_harakat
يعَايي,y3aayi,y3aayi,True,6,6,0-9,0-9,arabic_harakat
شُكّ,shukk,shukk,True,4,5,0-9,0-9,arabic_harakat
بَصَّر,bassar,bassar,True,6,6,0-9,0-9,arabic_harakat
شَخْبَط,shakhbat,shakhbat,True,7,8,0-9,0-9,arabic_harakat
يفِتّ,yfitt,yfitt,True,5,5,0-9,0-9,arabic_harakat
مَجَانِين,majaaniin,majaaniin,True,9,9,0-9,0-9,arabic_harakat
غَاوَز,ghaawaz,ghaawaz,True,6,7,0-9,0-9,arabic_harakat
تَنِّن,tannin,tannin,True,6,6,0-9,0-9,arabic_harakat
شِيخ القبِيلِة,sheekh 2ilqabiile,shiikhi 2ilqiibe,False,14,17,10-19,10-19,arabic_harakat
مْشَنْشَل,mshanshal,mshanshal,True,9,9,0-9,0-9,arabic_harakat
رَح,ra7,ra7,True,3,3,0-9,0-9,arabic_harakat
مَتْرُوك,matruuk,matruuk,True,8,7,0-9,0-9,arabic_harakat
مِتْكَدِّر,mitkaddir,mitkaddir,True,10,9,10-19,0-9,arabic_harakat
يِتْبَخْتَر,yitbakhtar,yitbakhtar,True,11,10,10-19,10-19,arabic_harakat
هْوَاته وَالعبَاة,hwaato wil3abaa,hwaatha 2il3abe,False,17,15,10-19,10-19,arabic_harakat
تْحَبْرَق,t7abraq,t7abraq,True,9,7,0-9,0-9,arabic_harakat
بِيشتري سْكُوتُه,byishtiri skuuto,bishtiir skuuto,False,16,16,10-19,10-19,arabic_harakat
حَرِّق,7arriq,7arriq,True,6,6,0-9,0-9,arabic_harakat
طَرْش,tarsh,tarsh,True,5,5,0-9,0-9,arabic_harakat
فَرِّق,farriq,farriq,True,6,6,0-9,0-9,arabic_harakat
يُكْفُر,yukfur,yukfur,True,7,6,0-9,0-9,arabic_harakat
تْحَرْقَص,t7arqas,t7arqas,True,9,7,0-9,0-9,arabic_harakat
نَظَّف,naddaf,naddaf,True,6,6,0-9,0-9,arabic_harakat
زَمَط,zamat,zamat,True,5,5,0-9,0-9,arabic_harakat
تَهْوِيد,tahwiid,tahwiid,True,8,7,0-9,0-9,arabic_harakat
طَعّط,ta33it,ta33,False,5,6,0-9,0-9,arabic_harakat
مَجْرَى النَّفَس,majra 2innafas,majra 2innasaffa,False,16,14,10-19,10-19,arabic_harakat
تْصَبَّغ,tsabbagh,tsabbagh,True,8,8,0-9,0-9,arabic_harakat
بِدُّه نِجْمِة من السَّمَا,biddo nijme min 2issama,biddo najmit 2ilmasame,False,26,23,20-29,20-29,arabic_harakat
جِيزِة,jiize,jiize,True,6,5,0-9,0-9,arabic_harakat
تَشَدُّد,tashaddud,tashaddud,True,8,9,0-9,0-9,arabic_harakat
مْقَطْعَة حْبَالْهَا,mqat3a 7baalha,mqat3a b7aalo,False,20,14,20-29,10-19,arabic_harakat
مِدْحَاة,mid7aa,mid7aa,True,8,6,0-9,0-9,arabic_harakat
يجَوِّد,yjawwid,yjawwid,True,7,7,0-9,0-9,arabic_harakat
يِنْضَبّ,yindabb,yindabb,True,8,7,0-9,0-9,arabic_harakat
قَنَّن,qannan,qannan,True,6,6,0-9,0-9,arabic_harakat
اِتْهَجَّد,2ithajjad,2ithajjad,True,10,9,10-19,0-9,arabic_harakat
ضْرَاط,draat,draat,True,6,5,0-9,0-9,arabic_harakat
مَذَاري,madhaari,mazaari,False,7,8,0-9,0-9,arabic_harakat
غَذَّى,ghazza,ghazza,True,6,6,0-9,0-9,arabic_harakat
يعُوف,y3uuf,y3uuf,True,5,5,0-9,0-9,arabic_harakat
يحَنْبِط,y7ambit,y7anbit,False,8,7,0-9,0-9,arabic_harakat
حَسِّن,7assin,7assin,True,6,6,0-9,0-9,arabic_harakat
اِتْنَاجَى,2itnaaja,2itnaaja,True,10,8,10-19,0-9,arabic_harakat
نَحِر,na7ir,na7ir,True,5,5,0-9,0-9,arabic_harakat
اِفْعَص,2if3as,2if3as,True,7,6,0-9,0-9,arabic_harakat
ضْيُوف,dyuuf,dyuuf,True,6,5,0-9,0-9,arabic_harakat
اِحْرِص,2i7ris,2i7ris,True,7,6,0-9,0-9,arabic_harakat
كَف مْخَمَّس,kaff mkhammas,kafam mkhams,False,12,13,10-19,10-19,arabic_harakat
مَوَّض,mawwad,mawwad,True,6,6,0-9,0-9,arabic_harakat
يمَشِّي,ymashshi,ymashshi,True,7,8,0-9,0-9,arabic_harakat
يتَخْتِخ,ytakhtikh,ytakhtikh,True,8,9,0-9,0-9,arabic_harakat
الدَّم عَالدَّم ثْقِيل,2iddamm 3addam tqiil,2iddam 3ala 2iddim,False,22,20,20-29,20-29,arabic_harakat
تْذَاكَى,tzaaka,tzaaka,True,8,6,0-9,0-9,arabic_harakat
زَهْرَمِة,zahrame,zahrame,True,9,7,0-9,0-9,arabic_harakat
قُبِح,qubu7,qubi7,False,5,5,0-9,0-9,arabic_harakat
اِنْمِحِي,2inmi7i,2inmi7i,True,9,7,0-9,0-9,arabic_harakat
يِتْعَزَّز,yit3azzaz,yit3azzaz,True,10,9,10-19,0-9,arabic_harakat
يِتْسَفَّه,yitsaffah,yitsaffah,True,10,9,10-19,0-9,arabic_harakat
يِنْخِشِط,yinkhishit,yinkhishit,True,9,10,0-9,10-19,arabic_harakat
جْمِيل,jmiil,jmiil,True,6,5,0-9,0-9,arabic_harakat
دَاخِل,daakhil,daakhil,True,6,7,0-9,0-9,arabic_harakat
تْمِتِّق,tmittiqk2,tmittiqq,False,8,9,0-9,0-9,arabic_harakat
عَيب,3eeb,3eeb,True,4,4,0-9,0-9,arabic_harakat
تَحْمِيلِة,ta7miile,ta7miile,True,10,8,10-19,0-9,arabic_harakat
يِتْكَرَّر,yitkarrar,yitkarrar,True,10,9,10-19,0-9,arabic_harakat
مْلَقَّب,mlaqqab,mlaqqab,True,8,7,0-9,0-9,arabic_harakat
مَقْرَط العَصَا,magrat 2il3asa,maqrat 2il3asa,False,15,14,10-19,10-19,arabic_harakat
بَنَات نَعِش,banaat na3ish,banaat na3ish,True,12,13,10-19,10-19,arabic_harakat
خَرَّابِة بْيُوت,kharraabit byuut,kharraabiyye btuut,False,16,16,10-19,10-19,arabic_harakat
عَفْلِص,3aflis,3aflis,True,7,6,0-9,0-9,arabic_harakat
دَعْوَس,da3was,da3was,True,7,6,0-9,0-9,arabic_harakat
أَوْزَان,2awzaan,2awzaan,True,8,7,0-9,0-9,arabic_harakat
مِيِّت,miyyit,miyyit,True,6,6,0-9,0-9,arabic_harakat
اِتْرَضَّى,2itradda,2itradda,True,10,8,10-19,0-9,arabic_harakat
طَوبَرْجِيِّة,toobarjiyye,toobarjiyye,True,13,11,10-19,10-19,arabic_harakat
يِنْضَبِط,yindabit,yindabit,True,9,8,0-9,0-9,arabic_harakat
بَلْبَح,balba7,balba7,True,7,6,0-9,0-9,arabic_harakat
أَدَاة,2adaa,2adaa,True,6,5,0-9,0-9,arabic_harakat
سَقْعَة,saq3a,saq3a,True,7,5,0-9,0-9,arabic_harakat
وِلْعَت,wil3at,wil3at,True,7,6,0-9,0-9,arabic_harakat
دْبَاغَة,dbaagha,dbaagha,True,8,7,0-9,0-9,arabic_harakat
يِتْشَنْشَل,yitshanshal,yitshanshal,True,11,11,10-19,10-19,arabic_harakat
نَزِيف,naziif,naziif,True,6,6,0-9,0-9,arabic_harakat
يغَامِر,yghaamir,yghaamir,True,7,8,0-9,0-9,arabic_harakat
يِبْحَث,yib7as,yib7as,True,7,6,0-9,0-9,arabic_harakat
مَنْطِقَة,mantiqa,mantaqa,False,9,7,0-9,0-9,arabic_harakat
رَبَط,rabat,rabat,True,5,5,0-9,0-9,arabic_harakat
ضَيَاق,dayaaq,dayaaq,True,6,6,0-9,0-9,arabic_harakat
يِتْطَرَّف,yittarraf,yittarraf,True,10,9,10-19,0-9,arabic_harakat
لَولَص,loolas,loolas,True,6,6,0-9,0-9,arabic_harakat
مْزَقْرِق,2imzaqriq,mzaqriq,False,9,9,0-9,0-9,arabic_harakat
يِعْصَى,yi3sa,yi3sa,True,7,5,0-9,0-9,arabic_harakat
يِتْمَرْدَغ,yitmardagh,yitmardagh,True,11,10,10-19,10-19,arabic_harakat
نَجَاسِة,najaase,najaase,True,8,7,0-9,0-9,arabic_harakat
اِدْمِج,2idmij,2idmij,True,7,6,0-9,0-9,arabic_harakat
اِقْذِف,2ikdhif,2iqzif,False,7,7,0-9,0-9,arabic_harakat
شَبْرَخ,shabrakh,shabrakh,True,7,8,0-9,0-9,arabic_harakat
أَسْوَد,2aswad,2aswad,True,7,6,0-9,0-9,arabic_harakat
صَحْصِح,sa7si7,sa7si7,True,7,6,0-9,0-9,arabic_harakat
لتوقع,latuuqa3,looq3uut,False,5,8,0-9,0-9,arabic_harakat
مَاسِيِة,maasiye,maasiye,True,8,7,0-9,0-9,arabic_harakat
كَرْمَشِة,karmashe,karmashe,True,9,8,0-9,0-9,arabic_harakat
سَادَة,saada,saada,True,6,5,0-9,0-9,arabic_harakat
يدَوزِن,ydoozin,ydoozin,True,7,7,0-9,0-9,arabic_harakat
صَدِّي,saddi,saddi,True,6,5,0-9,0-9,arabic_harakat
اِنْطِي,2inti,2inti,True,7,5,0-9,0-9,arabic_harakat
حَكّ,7akk,7akk,True,4,4,0-9,0-9,arabic_harakat
الرَّوح بالرَّوح,2irroo7 birroo7,2irroo7 birro7,False,16,15,10-19,10-19,arabic_harakat
اِحْلِي,2i7li,2i7li,True,7,5,0-9,0-9,arabic_harakat
كَعْكِش,ka3kish,ka3kish,True,7,7,0-9,0-9,arabic_harakat
بِشِت,bishit,bishit,True,5,6,0-9,0-9,arabic_harakat
بيحلب النملة,byi7lib 2innamle,bi7albit 2ilmin,False,12,16,10-19,10-19,arabic_harakat
أَشَّر,2ashshar,2ashshar,True,6,8,0-9,0-9,arabic_harakat
فَوج,fooj,fooj,True,4,4,0-9,0-9,arabic_harakat
اِتْسَخْمَط,2itsakhmat,2itsakhmat,True,11,10,10-19,10-19,arabic_harakat
رَافَس,raafas,raafas,True,6,6,0-9,0-9,arabic_harakat
كَلْسَون,kalsuun,kalsoon,False,8,7,0-9,0-9,arabic_harakat
صُفَّارَة,suffaara,suffaara,True,9,8,0-9,0-9,arabic_harakat
عَالعِمْيَاني,3al3imyaani,3al3amiyyaani,False,13,11,10-19,10-19,arabic_harakat
دَسَّاس,dassaas,dassaas,True,7,7,0-9,0-9,arabic_harakat
يِنْقِمِص,yinqimis,yinqimis,True,9,8,0-9,0-9,arabic_harakat
تْسَعْدَن,tsa3dan,tsa3dan,True,9,7,0-9,0-9,arabic_harakat
نِحْنَا,ni7na,ni7na,True,7,5,0-9,0-9,arabic_harakat
مْعَسَّر,m3assar,m3assar,True,8,7,0-9,0-9,arabic_harakat
مَخَدِّة,makhadda,makhadde,False,8,8,0-9,0-9,arabic_harakat
بَلَادِة,balaade,balaade,True,8,7,0-9,0-9,arabic_harakat
حَيَّن,7ayyan,7ayyan,True,6,6,0-9,0-9,arabic_harakat
شَنْدِل,shandil,shandil,True,7,7,0-9,0-9,arabic_harakat
خَصِر,khasir,khasir,True,5,6,0-9,0-9,arabic_harakat
يدَيِّح,ydayyi7,ydayyi7,True,7,7,0-9,0-9,arabic_harakat
زَحَالِيق,za7aaliiq,za7aaliiq,True,9,9,0-9,0-9,arabic_harakat
قَاعَة,qaa3a,qaa3a,True,6,5,0-9,0-9,arabic_harakat
اِسْعِد,2is3id,2is3id,True,7,6,0-9,0-9,arabic_harakat
اِسْتَضْعِف,2istad3if,2istad3if,True,11,9,10-19,0-9,arabic_harakat
تْصَعَّب,tsa33ab,tsa33ab,True,8,7,0-9,0-9,arabic_harakat
نْجَارَة,njaara,njaara,True,8,6,0-9,0-9,arabic_harakat
اِبْشِم,2ibshim,2ibshim,True,7,7,0-9,0-9,arabic_harakat
كِبْرِيت,kibriit,kibriit,True,8,7,0-9,0-9,arabic_harakat
تَهْوِيب,tahwiib,tahwiib,True,8,7,0-9,0-9,arabic_harakat
نَائِب,naa2ib,naa2ib,True,6,6,0-9,0-9,arabic_harakat
بَحّ,ba77,ba77,True,4,4,0-9,0-9,arabic_harakat
يِغْرِز,yighriz,yighriz,True,7,7,0-9,0-9,arabic_harakat
كِشِك,kishik,kishik,True,5,6,0-9,0-9,arabic_harakat
يدَنِّس,ydannis,ydannis,True,7,7,0-9,0-9,arabic_harakat
طَاقَة,taaqa,taaqa,True,6,5,0-9,0-9,arabic_harakat
نَافُورَة,naafuura,naafuura,True,9,8,0-9,0-9,arabic_harakat
يدَوعِر,ydoo3ir,ydoo3ir,True,7,7,0-9,0-9,arabic_harakat
بَوَارِي,bawaari,bawaari,True,8,7,0-9,0-9,arabic_harakat
يِنْفِلِت,yinfilit,yinfilit,True,9,8,0-9,0-9,arabic_harakat
عَوِّف,3awwif,3awwif,True,6,6,0-9,0-9,arabic_harakat
مَحْرُوس,ma7ruus,ma7ruus,True,8,7,0-9,0-9,arabic_harakat
عُرّ وْلَاد,3urr wulaad,3urr 2ildaad,False,11,11,10-19,10-19,arabic_harakat
اِنْبُغ,2inbugh,2inbugh,True,7,7,0-9,0-9,arabic_harakat
مِلْتَمّ,miltamm,miltamm,True,8,7,0-9,0-9,arabic_harakat
يِتْغَيَّب,yitghayyab,yitghayyab,True,10,10,10-19,10-19,arabic_harakat
نَال,naal,naal,True,4,4,0-9,0-9,arabic_harakat
وَسْوِس,waswis,waswis,True,7,6,0-9,0-9,arabic_harakat
شَمْطَطَة,shamtata,shamta,False,9,8,0-9,0-9,arabic_harakat
شِبْرِيِّة,shibriyye,shibriyye,True,10,9,10-19,0-9,arabic_harakat
يِنْجُر,yinjur,yinjur,True,7,6,0-9,0-9,arabic_harakat
صِهْرِيج,sihriij,sihriij,True,8,7,0-9,0-9,arabic_harakat
مَاكِل رَوح الخَلّ,maakil roo7 2ilkhall,maakil roo7 2ilkhal,False,18,20,10-19,20-29,arabic_harakat
مَحْشُور,ma7shuur,ma7shuur,True,8,8,0-9,0-9,arabic_harakat
أَثَرِي,2asari,2asari,True,7,6,0-9,0-9,arabic_harakat
كَشْرَة,kashra,kashra,True,7,6,0-9,0-9,arabic_harakat
كَعْكَش,ka3kash,ka3kash,True,7,7,0-9,0-9,arabic_harakat
مَرْعُوب,mar3uub,mar3uub,True,8,7,0-9,0-9,arabic_harakat
طَرَّادِة,tarraade,tarraade,True,9,8,0-9,0-9,arabic_harakat
مَسَا,masa,masa,True,5,4,0-9,0-9,arabic_harakat
مَلِّة,malle,malle,True,6,5,0-9,0-9,arabic_harakat
سَلْبي,salbi,salbi,True,6,5,0-9,0-9,arabic_harakat
يسَنِّد,ysannid,ysannid,True,7,7,0-9,0-9,arabic_harakat
اُنْفُث,2unfus,2unfus,True,7,6,0-9,0-9,arabic_harakat
رَمَاد,ramaad,ramaad,True,6,6,0-9,0-9,arabic_harakat
حَنْجَلِة,7anjale,7anjale,True,9,7,0-9,0-9,arabic_harakat
كَعِّك,ka33ik,ka33ik,True,6,6,0-9,0-9,arabic_harakat
يِنْهِبِش,yinhibish,yinhibish,True,9,9,0-9,0-9,arabic_harakat
تَهْلِيل,tahliil,tahliil,True,8,7,0-9,0-9,arabic_harakat
مِتْرَوجِح,mitrooji7,mitrooji7,True,10,9,10-19,0-9,arabic_harakat
اِتْنَفَّس,2itnaffas,2itnaffas,True,10,9,10-19,0-9,arabic_harakat
اُعْبُد,2u3bud,2u3bud,True,7,6,0-9,0-9,arabic_harakat
اِتْسَلَّل,2itsallal,2itsallal,True,10,9,10-19,0-9,arabic_harakat
بَاشِر,baashir,baashir,True,6,7,0-9,0-9,arabic_harakat
سبع صنَايع وَالبخت ضَايع,sabi3 sanaayi3 wilbakht daayi3,saba3in 2issaa3 wukhdaabiit 3alab,False,24,30,20-29,30-39,arabic_harakat
قُنْزَعَة,qunza3a,qkunza3a,False,9,7,0-9,0-9,arabic_harakat
جْنَينِة,jneene,jneene,True,8,6,0-9,0-9,arabic_harakat
فْكُوك,2ifkuuk,fkuuk,False,6,7,0-9,0-9,arabic_harakat
هَبَر,habar,habar,True,5,5,0-9,0-9,arabic_harakat
سِتِّة,sitte,sitte,True,6,5,0-9,0-9,arabic_harakat
طَبِّخ,tabbikh,tabbikh,True,6,7,0-9,0-9,arabic_harakat
تْمِرْقِط,tmirqit,tmirqit,True,9,7,0-9,0-9,arabic_harakat
اِسْفَخ,2isfakh,2isfakh,True,7,7,0-9,0-9,arabic_harakat
اِتْمَسْكَن,2itmaskan,2itmaskan,True,11,9,10-19,0-9,arabic_harakat
اِسْتَرْزِق,2istarziq,2istarziq,True,11,9,10-19,0-9,arabic_harakat
يِتْشَرَّع,yitsharra3,yitsharra3,True,10,10,10-19,10-19,arabic_harakat
خَبِير,khabiir,khabiir,True,6,7,0-9,0-9,arabic_harakat
اِلْفِي,2ilfi,2ilfi,True,7,5,0-9,0-9,arabic_harakat
شَعَر البَطَن,sha3ar 2ilbatin,sha3ar 2ilbatan,False,13,15,10-19,10-19,arabic_harakat
ذَاق,daaq,daaq,True,4,4,0-9,0-9,arabic_harakat
اِتْحَجَّب,2it7ajjab,2it7ajjab,True,10,9,10-19,0-9,arabic_harakat
كَعَابِيش,ka3aabiish,ka3aabiish,True,9,10,0-9,10-19,arabic_harakat
قَدْحِة,2ad7e,qad7e,False,7,5,0-9,0-9,arabic_harakat
غَفِّي,ghaffi,ghaffi,True,6,6,0-9,0-9,arabic_harakat
تَدْلِيس,tadliis,tadliis,True,8,7,0-9,0-9,arabic_harakat
يِعْجَز,yi3jaz,yi3jaz,True,7,6,0-9,0-9,arabic_harakat
هَاش,haash,haash,True,4,5,0-9,0-9,arabic_harakat
قَجِّج,qadjdjidj,qadjdjidj,True,6,9,0-9,0-9,arabic_harakat
تْعَكْرَت,t3akrat,t3akrat,True,9,7,0-9,0-9,arabic_harakat
جَقْرَة,jaqra,jaqkra,False,7,5,0-9,0-9,arabic_harakat
طُعَّيطَة,tu33eeta,tu33eeta,True,9,8,0-9,0-9,arabic_harakat
اِتْعَوَّر,2it3awwar,2it3awwar,True,10,9,10-19,0-9,arabic_harakat
اُورِب,2uurib,2uurib,True,6,6,0-9,0-9,arabic_harakat
اِشْبِه,2ishbih,2ishbih,True,7,7,0-9,0-9,arabic_harakat
مَجَلِّة,majalle,majalle,True,8,7,0-9,0-9,arabic_harakat
مَتَانِة,mataane,mataane,True,8,7,0-9,0-9,arabic_harakat
يِسْتَفْقِد,yistafqid,yistafqid,True,11,9,10-19,0-9,arabic_harakat
صَحِّي,sa77i,sa77i,True,6,5,0-9,0-9,arabic_harakat
اِنْخِنِق,2inkhiniq,2inkhiniq,True,9,9,0-9,0-9,arabic_harakat
ينْدَاس,yindaas,yndaas,False,7,7,0-9,0-9,arabic_harakat
دَبْكِة,dabke,dabke,True,7,5,0-9,0-9,arabic_harakat
اِغْتِنِم,2ightanim,2ightinim,False,9,9,0-9,0-9,arabic_harakat
يزَحْزِح,yza7zi7,yza7zi7,True,8,7,0-9,0-9,arabic_harakat
تَحْفِيزي,ta7fiizi,ta7fiiz,False,9,8,0-9,0-9,arabic_harakat
يِتْحَزْمَق,yit7azmag,yit7azmaq,False,11,9,10-19,0-9,arabic_harakat
أَسَالِيب,2asaaliib,2asaaliib,True,9,9,0-9,0-9,arabic_harakat
مَلْعَنِة,mal3ane,mal3ane,True,9,7,0-9,0-9,arabic_harakat
اِشْحَذ,2ish7ad,2ish7az,False,7,7,0-9,0-9,arabic_harakat
