source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
طَوْشِة,tooshe,tooshe,True,7,6,0-9,0-9,levanti_harakat_prediction
حَيْف,7eef,7ayyif,False,5,4,0-9,0-9,levanti_harakat_prediction
اِبْرَدّ,2ibrad,2ibradd,False,8,6,0-9,0-9,levanti_harakat_prediction
حرِف,7araf,7arrif,False,4,5,0-9,0-9,levanti_harakat_prediction
يِتُوْتِد,yitwattad,yitwattad,True,9,9,0-9,0-9,levanti_harakat_prediction
اِنْسَخَط,2insakhat,2insakhat,True,9,9,0-9,0-9,levanti_harakat_prediction
حَلْقَة,7alqa,7alqa,True,7,5,0-9,0-9,levanti_harakat_prediction
يِتْزَعَّم,yitza33am,yitza33am,True,10,9,10-19,0-9,levanti_harakat_prediction
اِتْرَحَّل,2itra77al,2itra77al,True,10,9,10-19,0-9,levanti_harakat_prediction
طَرْشَاق,turshaaq,tarshaaq,False,8,8,0-9,0-9,levanti_harakat_prediction
أَكْرَاد,2akraad,2akraad,True,8,7,0-9,0-9,levanti_harakat_prediction
قِنِع,qini3,qanna3,False,5,5,0-9,0-9,levanti_harakat_prediction
مْنَاتْعَة,mnaata3a,mnaata3a,True,10,8,10-19,0-9,levanti_harakat_prediction
اِنْقِشَاع,2inqishaa3,2inqishaa3,True,10,10,10-19,10-19,levanti_harakat_prediction
قَيْلُولِة,qayluule,qayluule,True,10,8,10-19,0-9,levanti_harakat_prediction
يِتْعَفَّشَك,yit3afshak,yit3affash,False,12,10,10-19,10-19,levanti_harakat_prediction
فَرْوِة,farwe,farwe,True,7,5,0-9,0-9,levanti_harakat_prediction
ثِيَاب,tyaab,siyaab,False,6,5,0-9,0-9,levanti_harakat_prediction
جَقِر,jaqkar,jaqqar,False,5,6,0-9,0-9,levanti_harakat_prediction
دَشَب,dashshib,dashshab,False,5,8,0-9,0-9,levanti_harakat_prediction
كَرْكَمِة,kurkamme,karkame,False,9,8,0-9,0-9,levanti_harakat_prediction
يِسْتَوْعِب,yistaw3ib,yistaw3ib,True,11,9,10-19,0-9,levanti_harakat_prediction
آنِسِة,2aanisa,2aanse,False,6,7,0-9,0-9,levanti_harakat_prediction
يِدَفْدِف,ydafdif,ydafdif,True,9,7,0-9,0-9,levanti_harakat_prediction
وَقْعَة سَخْنِة,waq3a sukhne,waq3a skhane,False,15,12,10-19,10-19,levanti_harakat_prediction
يِسْطُو,yustu,ysatwit,False,7,5,0-9,0-9,levanti_harakat_prediction
اِتّْهَتَك,2ithattik,2ithattak,False,10,9,10-19,0-9,levanti_harakat_prediction
مِرْتَزِي,mirtizi,mirtazi,False,9,7,0-9,0-9,levanti_harakat_prediction
توَقَّت,twaqqat,twaqqat,True,7,7,0-9,0-9,levanti_harakat_prediction
يَكَرُوت,ykarwit,ykarwit,True,8,7,0-9,0-9,levanti_harakat_prediction
يِسْفِق,yusfuq,yisfuq,False,7,6,0-9,0-9,levanti_harakat_prediction
يَعْدِي,yi3di,yi3di,True,7,5,0-9,0-9,levanti_harakat_prediction
تْغَيَّب,tghayyab,tghayyab,True,8,8,0-9,0-9,levanti_harakat_prediction
اسْتَنْتَج,2istantaj,2istantij,False,10,9,10-19,0-9,levanti_harakat_prediction
يِْهَجِّر,yhajjir,yhajjir,True,9,7,0-9,0-9,levanti_harakat_prediction
اشهَر,2ishhir,2ishhar,False,5,7,0-9,0-9,levanti_harakat_prediction
يِنْطَح,yinta7,yinta7,True,7,6,0-9,0-9,levanti_harakat_prediction
يِتْأَوَّه,yit2awwah,yit2awwah,True,10,9,10-19,0-9,levanti_harakat_prediction
مِش عَاجْبَك رُوح اِنْتِفّ حَوَاجْبَك,mish 3aajbak ruu7 2intif 7awaadjbak,mish 3ajaak bit7aruuf ka7 bitjuna7,False,37,35,30-39,30-39,levanti_harakat_prediction
أَرْهَق,2arhaq,2arhaq,True,7,6,0-9,0-9,levanti_harakat_prediction
اِنْدَلَح,2indala7,2indili7,False,9,8,0-9,0-9,levanti_harakat_prediction
صَوّْبن,soobin,sooban,False,7,6,0-9,0-9,levanti_harakat_prediction
يِرَهَرِط,yrahrit,yrahhit,False,9,7,0-9,0-9,levanti_harakat_prediction
شُخْبط,shakhbat,shakhtab,False,6,8,0-9,0-9,levanti_harakat_prediction
أَرَاجِيل,2araagiil,2araajiil,False,9,9,0-9,0-9,levanti_harakat_prediction
اِفْتِعَال,2ifti3aal,2ifti3aal,True,10,9,10-19,0-9,levanti_harakat_prediction
لَازِز,laaziz,laaziz,True,6,6,0-9,0-9,levanti_harakat_prediction
قَرَا,qara,qara,True,5,4,0-9,0-9,levanti_harakat_prediction
تْمَلَّق,tamalluq,tmallaq,False,8,8,0-9,0-9,levanti_harakat_prediction
كَسَّتَك,kustuk,kassatak,False,8,6,0-9,0-9,levanti_harakat_prediction
اجْزِم,2ijzim,2ijzim,True,6,6,0-9,0-9,levanti_harakat_prediction
كَافِي,kaafi,kaafi,True,6,5,0-9,0-9,levanti_harakat_prediction
يِرْبَّك,yirbik,yrabbik,False,8,6,0-9,0-9,levanti_harakat_prediction
فَرَامِة,farraame,faraame,False,8,8,0-9,0-9,levanti_harakat_prediction
دَمَّر,dammar,dammar,True,6,6,0-9,0-9,levanti_harakat_prediction
مَخْطُوْف,makhtuuf,makhtuuf,True,9,8,0-9,0-9,levanti_harakat_prediction
شَمَّاعَة,shammaa3a,shammaa3a,True,9,9,0-9,0-9,levanti_harakat_prediction
اِنْعَطَف,2in3ataf,2in3ataf,True,9,8,0-9,0-9,levanti_harakat_prediction
خْنَاقَة,khnaa2a,khnaaqa,False,8,7,0-9,0-9,levanti_harakat_prediction
مِتْكَدِّر,mitkaddir,mitkaddir,True,10,9,10-19,0-9,levanti_harakat_prediction
يِنْدُغ,yindugh,yindaghgh,False,7,7,0-9,0-9,levanti_harakat_prediction
بَصَّم,basim,bassim,False,6,5,0-9,0-9,levanti_harakat_prediction
مْبَارْزِة,mubaaraze,mbaaraze,False,10,9,10-19,0-9,levanti_harakat_prediction
بدُّو,biddo,badu,False,5,5,0-9,0-9,levanti_harakat_prediction
كَلَامُه زَيّ هَبَال الطَّبِيخ,kalaamo zayy hubbaal 2ittabiikh,khalaamo zeet 2ilbak,False,30,31,30-39,30-39,levanti_harakat_prediction
فَاش,faash,faash,True,4,5,0-9,0-9,levanti_harakat_prediction
عَمَّالِة,3amaala,3ammaale,False,9,7,0-9,0-9,levanti_harakat_prediction
صَافِن,saafin,saafin,True,6,6,0-9,0-9,levanti_harakat_prediction
عصِي,3usi,3assi,False,4,4,0-9,0-9,levanti_harakat_prediction
غَسِل,ghasal,ghassil,False,5,6,0-9,0-9,levanti_harakat_prediction
يَدِيم,ydiim,ydiim,True,6,5,0-9,0-9,levanti_harakat_prediction
نِمِر,nammir,nammar,False,5,6,0-9,0-9,levanti_harakat_prediction
وَازِن,waazan,waazin,False,6,6,0-9,0-9,levanti_harakat_prediction
غَلْبَان,ghalbaan,ghalbaan,True,8,8,0-9,0-9,levanti_harakat_prediction
خَام,khaam,khaam,True,4,5,0-9,0-9,levanti_harakat_prediction
يْزَرْزِر,yzarzirr,yzarzir,False,9,8,0-9,0-9,levanti_harakat_prediction
شَوَادِر,shawaadir,shawaadir,True,8,9,0-9,0-9,levanti_harakat_prediction
تَنْسِيف,tansiif,tansiif,True,8,7,0-9,0-9,levanti_harakat_prediction
نَجِم,nijim,najjim,False,5,5,0-9,0-9,levanti_harakat_prediction
يِتْلَائَم,yitlaa2am,yitlaa2am,True,10,9,10-19,0-9,levanti_harakat_prediction
بْيُوْت,byuut,byuut,True,7,5,0-9,0-9,levanti_harakat_prediction
حصْحص,7as7as,7as7as,True,5,6,0-9,0-9,levanti_harakat_prediction
اِتْكَرْفِت,2itkarfat,2itkarfat,True,11,9,10-19,0-9,levanti_harakat_prediction
يِفْشَكِل,yfashkil,yfashkil,True,9,8,0-9,0-9,levanti_harakat_prediction
اِرْتَعَب,2irta3ab,2irta3ib,False,9,8,0-9,0-9,levanti_harakat_prediction
اِسْتَحِين,2ista7yin,2ista7yin,True,10,9,10-19,0-9,levanti_harakat_prediction
مبْنِّص,mbannis,mbannis,True,7,7,0-9,0-9,levanti_harakat_prediction
قَعْفَر,qu3fur,qa3far,False,7,6,0-9,0-9,levanti_harakat_prediction
عَطِش,3attash,3attish,False,5,7,0-9,0-9,levanti_harakat_prediction
يِصْفَى,yisfa,yisfa,True,7,5,0-9,0-9,levanti_harakat_prediction
يِتْمَسْمَر,yitmasmar,yitmasmar,True,11,9,10-19,0-9,levanti_harakat_prediction
مَنْقُوْق,manquuqman2uu2,manquuq,False,9,14,0-9,10-19,levanti_harakat_prediction
حَمَل أَهْلِي جَمِيلِة,7ammal 2ahli jmiile,7amal 2ahliime,False,22,19,20-29,10-19,levanti_harakat_prediction
فَنَاجِيل,fanajiil,fanaajiil,False,9,8,0-9,0-9,levanti_harakat_prediction
تِغْسَّل,tghassal,tghassal,True,8,8,0-9,0-9,levanti_harakat_prediction
عِرَاقِيِّة,3iraagiyye,3iraaqiyye,False,11,10,10-19,10-19,levanti_harakat_prediction
كَيْكَح,keeki7,keeki7,True,7,6,0-9,0-9,levanti_harakat_prediction
مرَطَرَط,mratrit,martit,False,8,7,0-9,0-9,levanti_harakat_prediction
تْحَوْمِر,t7oomar,t7oomar,True,9,7,0-9,0-9,levanti_harakat_prediction
يْجَلْجِل,yjaljil,yjaldjil,False,9,7,0-9,0-9,levanti_harakat_prediction
بَقْلَاوِة,baqlawa,baqlaawe,False,10,7,10-19,0-9,levanti_harakat_prediction
اسْلَخ,2islakh,2islakh,True,6,7,0-9,0-9,levanti_harakat_prediction
أَزْمِة اِقْتِصَادِيِّة,2azme 2iqtisaadiyye,2azmit 2iqsiide,False,23,19,20-29,10-19,levanti_harakat_prediction
اِسْمُه بِالأَرْض,2ismo bil2ard,2ismaabo 2il2ard,False,17,13,10-19,10-19,levanti_harakat_prediction
رَص,rass,rass,True,3,4,0-9,0-9,levanti_harakat_prediction
حِلْمز,7almiz,7almiz,True,6,6,0-9,0-9,levanti_harakat_prediction
حَبْكِة القِصِّة,7abkit 2ilqissa,7abbike 2issaqiyye,False,16,15,10-19,10-19,levanti_harakat_prediction
يِتْعَجْرَف,yit3ajraf,yit3ajraf,True,11,9,10-19,0-9,levanti_harakat_prediction
يِتْشَائَم,yitshaa2am,yitshaa2am,True,10,10,10-19,10-19,levanti_harakat_prediction
رُكُوْع,rukuu3,rukuu3,True,7,6,0-9,0-9,levanti_harakat_prediction
عَصْرُوْنِة,3asruune,3asruune,True,11,8,10-19,0-9,levanti_harakat_prediction
يِتْمَزَّع,yitmazza3,yitmazza3,True,10,9,10-19,0-9,levanti_harakat_prediction
حْوِيْط,7awwiit,7awwiit,True,7,7,0-9,0-9,levanti_harakat_prediction
مِشْتَلّ,mashtal,mshattil,False,8,7,0-9,0-9,levanti_harakat_prediction
يُِسْطُِل,yustul,yustul,True,9,6,0-9,0-9,levanti_harakat_prediction
اِحْدِف,2i7dif,2i7dif,True,7,6,0-9,0-9,levanti_harakat_prediction
بُنْدُق,bunduq,bandaq,False,7,6,0-9,0-9,levanti_harakat_prediction
فَارِش,faarish,faarish,True,6,7,0-9,0-9,levanti_harakat_prediction
مِتْخَفِّي,mutakhaffi,mitkhaffi,False,10,10,10-19,10-19,levanti_harakat_prediction
يعُوف,y3uuf,y3awwif,False,5,5,0-9,0-9,levanti_harakat_prediction
مَا بْتِيجِي غَرْزِة فِيك,maa btiiji ghurze fiiki,maa btijik fii rghaziii,False,25,23,20-29,20-29,levanti_harakat_prediction
حَمْلْهَا عَزِيْز,7amilha 3aziiz,7amlaaha 3zeezi,False,17,14,10-19,10-19,levanti_harakat_prediction
وَطِّي,witi,watti,False,6,4,0-9,0-9,levanti_harakat_prediction
قَاطِع إِيدُه وْشَاحِد عَلِيْهَا,qaati3 2iido wushaa7id 3aleeha,qaati3 2iido 2il7eeha 3ashado,False,32,30,30-39,30-39,levanti_harakat_prediction
عَبَّى رَاس,3abba raaso,3abba raas,False,11,11,10-19,10-19,levanti_harakat_prediction
غَمَّض,ghammad,ghammid,False,6,7,0-9,0-9,levanti_harakat_prediction
عَلَى الله,3ala 2alla,3ala 2illa,False,10,10,10-19,10-19,levanti_harakat_prediction
مَا ظَنَّيْتِي,maa zanneeti,maa danyit,False,14,12,10-19,10-19,levanti_harakat_prediction
قَرْقَة,krukke,qarqa,False,7,6,0-9,0-9,levanti_harakat_prediction
شَوْطَة,shoote,shoota,False,7,6,0-9,0-9,levanti_harakat_prediction
اِتْلَقَّى,2itlaqqa,2itlaqqa,True,10,8,10-19,0-9,levanti_harakat_prediction
حَلَاشِة,7laashe,7alaashe,False,8,7,0-9,0-9,levanti_harakat_prediction
تَبَاوس,tbaawas,tbaawas,True,7,7,0-9,0-9,levanti_harakat_prediction
مْغَط,maghghat,maghghit,False,5,8,0-9,0-9,levanti_harakat_prediction
مِيِّة مْرَشَّحَة,miit marsha7a,mii marasha7a,False,17,13,10-19,10-19,levanti_harakat_prediction
حَنَايِن,7anaayin,7anaayin,True,8,8,0-9,0-9,levanti_harakat_prediction
يِتْحَرْمَص,yit7armas,yit7armas,True,11,9,10-19,0-9,levanti_harakat_prediction
اِنْسَطَح,2insata7,2insata7,True,9,8,0-9,0-9,levanti_harakat_prediction
يِتْطَوَّل,yittawal,yittawwal,False,10,8,10-19,0-9,levanti_harakat_prediction
فَعَط,fa3at,fa33it,False,5,5,0-9,0-9,levanti_harakat_prediction
تْكَرْكِز,tkarkaz,tkarkaz,True,9,7,0-9,0-9,levanti_harakat_prediction
يِي عَاليَهُود,yii 3alyahuud,yii3 2ilwayodo,False,14,13,10-19,10-19,levanti_harakat_prediction
يِنْتِفِض,yintifid,yintifid,True,9,8,0-9,0-9,levanti_harakat_prediction
غَبِر,ghabbir,ghabbar,False,5,7,0-9,0-9,levanti_harakat_prediction
طهِر,tahhir,tahhir,True,4,6,0-9,0-9,levanti_harakat_prediction
دَاشِع,daashi3,daashi3,True,6,7,0-9,0-9,levanti_harakat_prediction
طَحَبْش,ta7bish,ta7bish,True,7,7,0-9,0-9,levanti_harakat_prediction
يِسْتَفْهِم,yistafhim,yistafhim,True,11,9,10-19,0-9,levanti_harakat_prediction
قُود,quud,quud,True,4,4,0-9,0-9,levanti_harakat_prediction
دَايِن,daayan,daayin,False,6,6,0-9,0-9,levanti_harakat_prediction
عِقِر,3uqur,3aqqar,False,5,5,0-9,0-9,levanti_harakat_prediction
سَعَادِيْن,sa3aadiin,sa3aadiin,True,10,9,10-19,0-9,levanti_harakat_prediction
اِسْتَفْحَل,2istaf7al,2istaf7il,False,11,9,10-19,0-9,levanti_harakat_prediction
يِشَاهِد,yshaahid,yshaahid,True,8,8,0-9,0-9,levanti_harakat_prediction
اِسْتَهْوَن,2istahwan,2istahwin,False,11,9,10-19,0-9,levanti_harakat_prediction
مزّ,mazz,mizz,False,3,4,0-9,0-9,levanti_harakat_prediction
اِتْغَرْبَل,2itgharbal,2itgharbal,True,11,10,10-19,10-19,levanti_harakat_prediction
اِتَّخَبَّا,2itkhabba,2itkhabba,True,11,9,10-19,0-9,levanti_harakat_prediction
عِفِق,3afak,3affiq,False,5,5,0-9,0-9,levanti_harakat_prediction
طَلِّق,talq,talliq,False,6,4,0-9,0-9,levanti_harakat_prediction
يِحْنَص,y7annis,y7annis,True,7,7,0-9,0-9,levanti_harakat_prediction
انْلَدَغ,2inlidigh,2inladagh,False,8,9,0-9,0-9,levanti_harakat_prediction
قْتَب,qutub,qattab,False,5,5,0-9,0-9,levanti_harakat_prediction
مَوَاضِيْع,mawaadii3,mawaadii3,True,10,9,10-19,0-9,levanti_harakat_prediction
تَبْحِيْرَة,tab7iira,tab7iire,False,11,8,10-19,0-9,levanti_harakat_prediction
يِشْحبِر,ysha7bir,ysha7bir,True,8,8,0-9,0-9,levanti_harakat_prediction
يَيْأَس,yiiy2as,y2ayyis,False,7,7,0-9,0-9,levanti_harakat_prediction
يِتْطَرَّف,yittarraf,yittarraf,True,10,9,10-19,0-9,levanti_harakat_prediction
نَشْوِة,nashwe,nashwe,True,7,6,0-9,0-9,levanti_harakat_prediction
نَطِح,nata7,natti7,False,5,5,0-9,0-9,levanti_harakat_prediction
اِرسَخ,2irsakh,2irsikh,False,6,7,0-9,0-9,levanti_harakat_prediction
حِلِم,7ilim,7allam,False,5,5,0-9,0-9,levanti_harakat_prediction
حَاسِم,7aasim,7aasim,True,6,6,0-9,0-9,levanti_harakat_prediction
نَاطِح,naata7,naati7,False,6,6,0-9,0-9,levanti_harakat_prediction
مَسَاحِيْق التَّجْمِيْل,masaa7iiq 2ittajmiil,masaa7iiq 2iltiijm,False,23,20,20-29,20-29,levanti_harakat_prediction
نَسْج,nasaj,nassij,False,5,5,0-9,0-9,levanti_harakat_prediction
اِنْدَعَك,2inda3ik,2inda3ak,False,9,8,0-9,0-9,levanti_harakat_prediction
نعُوْس,na3was,na3wis,False,6,6,0-9,0-9,levanti_harakat_prediction
دَافِش,daafash,daafish,False,6,7,0-9,0-9,levanti_harakat_prediction
كُلّ زَيْت وَاِنْطَح الْحَيْط,kull zeet wu2inta7 2il7eet,talla zeet 2il7eetak wuna7et,False,29,26,20-29,20-29,levanti_harakat_prediction
طَاْسِة وَحْدُه,taase wa7de,taasit wu7ado,False,15,11,10-19,10-19,levanti_harakat_prediction
وِسِع,wassa3,wassa3,True,5,6,0-9,0-9,levanti_harakat_prediction
ذِكْرَيَّات,zikrayaat,zikreeta,False,11,9,10-19,0-9,levanti_harakat_prediction
حِجَاب,7ijaab,7ijaab,True,6,6,0-9,0-9,levanti_harakat_prediction
أَلْف رَحْمِة وْنَوِّر عَلَيْه,2alf ra7me wunuur,2alf ri7ma wu3aleenha,False,30,17,30-39,10-19,levanti_harakat_prediction
بَاقُورَة,baaquura,baaquura,True,9,8,0-9,0-9,levanti_harakat_prediction
مْكَلَّح,mkalli7,mkalla7,False,8,7,0-9,0-9,levanti_harakat_prediction
بَاعِد,baa3ad,baa3id,False,6,6,0-9,0-9,levanti_harakat_prediction
اِسْتَصْغَر,2istasghar,2istasghir,False,11,10,10-19,10-19,levanti_harakat_prediction
يِتْشَلَّح,yitshalla7,yitshalla7,True,10,10,10-19,10-19,levanti_harakat_prediction
يْجَاوِر,yjaawir,yjaawir,True,8,7,0-9,0-9,levanti_harakat_prediction
نِسْيَان,nisyaan,nisyaan,True,8,7,0-9,0-9,levanti_harakat_prediction
يِغْمَض,yighmad,yighmad,True,7,7,0-9,0-9,levanti_harakat_prediction
قَرْقَرَة,gargara,qarqara,False,9,7,0-9,0-9,levanti_harakat_prediction
قَرَم,qaram,qarram,False,5,5,0-9,0-9,levanti_harakat_prediction
خَوْل,khawwil,khawwil,True,5,7,0-9,0-9,levanti_harakat_prediction
يَهُوْد,yahuud,yhawwid,False,7,6,0-9,0-9,levanti_harakat_prediction
لَسِّيْنَة,lseene,lsiine,False,10,6,10-19,0-9,levanti_harakat_prediction
جَرْسُوْن,garsoon,jarsuun,False,9,7,0-9,0-9,levanti_harakat_prediction
يِتْسَبَّح,yitsabba7,yitsabba7,True,10,9,10-19,0-9,levanti_harakat_prediction
يْزِيدْهَا عَلَيْه,yziidha 3alee,yziidha 3aleeha,False,18,13,10-19,10-19,levanti_harakat_prediction
نُسْخِة,nuskha,nuskha,True,7,6,0-9,0-9,levanti_harakat_prediction
اُرْقَع,2irqa3,2irqa3,True,7,6,0-9,0-9,levanti_harakat_prediction
أَخَذ,2akhad,2akhad,True,5,6,0-9,0-9,levanti_harakat_prediction
فِكّ,fikk,fakk,False,4,4,0-9,0-9,levanti_harakat_prediction
تَوَّج,tawwij,tawwaj,False,6,6,0-9,0-9,levanti_harakat_prediction
سِرْدَاحِي مِرْدَاحِي,sirdaa7i mirdaa7i,sirdaa7i midarii7,False,21,17,20-29,10-19,levanti_harakat_prediction
تِنَمّر,tnammar,tnammar,True,7,7,0-9,0-9,levanti_harakat_prediction
سِنْسَال,sinsaal,sinsaal,True,8,7,0-9,0-9,levanti_harakat_prediction
يِطَابِق,ytaabiq,ytaabiq,True,8,7,0-9,0-9,levanti_harakat_prediction
يُلْقُط,yulqut,yulqut,True,7,6,0-9,0-9,levanti_harakat_prediction
سِحْرِي,si7ri,sa7ri,False,7,5,0-9,0-9,levanti_harakat_prediction
تَشْرِيب,tashriib,tashriib,True,8,8,0-9,0-9,levanti_harakat_prediction
جَرْجَح,djardja7,jarji7,False,7,8,0-9,0-9,levanti_harakat_prediction
رَخْوِي,rakhawi,rakhwi,False,7,7,0-9,0-9,levanti_harakat_prediction
اِنْهَبَل,2inhibil,2inhibil,True,9,8,0-9,0-9,levanti_harakat_prediction
طَبع,taba3,tabbi3,False,4,5,0-9,0-9,levanti_harakat_prediction
بِالتَّفْصِيل الممِلّ,bittafsiil 2ilmumill,bittafaali 2issummuli,False,21,20,20-29,20-29,levanti_harakat_prediction
فَاتِح بَطْنُه,faati7 batno,faati7 batno,True,14,12,10-19,10-19,levanti_harakat_prediction
عَوْرَة,3awra,3oora,False,7,5,0-9,0-9,levanti_harakat_prediction
زَكِي,zakki,zakki,True,5,5,0-9,0-9,levanti_harakat_prediction
ترْوِيسِة,tarwiise,tarwiise,True,9,8,0-9,0-9,levanti_harakat_prediction
فَصِل,fasil,fassil,False,5,5,0-9,0-9,levanti_harakat_prediction
ممسلَغ,2immasligh,msalligh,False,6,10,0-9,10-19,levanti_harakat_prediction
طَالِع,taala3,taali3,False,6,6,0-9,0-9,levanti_harakat_prediction
فِلفِل أَسْوَد,filfil 2aswad,fililif 2aswad,False,14,13,10-19,10-19,levanti_harakat_prediction
حوَاف,7awaaf,7waaf,False,5,6,0-9,0-9,levanti_harakat_prediction
يِنْخِرِس,yinkhiris,yinkhiris,True,9,9,0-9,0-9,levanti_harakat_prediction
أَنَث,2annis,2annas,False,5,6,0-9,0-9,levanti_harakat_prediction
دَهَادِيْش,dahaadiish,dahaadiish,True,10,10,10-19,10-19,levanti_harakat_prediction
مِشَط,mashshit,mashshit,True,5,8,0-9,0-9,levanti_harakat_prediction
وَاسِع,waasi3,waasi3,True,6,6,0-9,0-9,levanti_harakat_prediction
تَعَرَّج,ta3arruj,t3arraj,False,8,8,0-9,0-9,levanti_harakat_prediction
أَنَ,2ann,2ann,True,4,4,0-9,0-9,levanti_harakat_prediction
اسْتَنْظَف,2istandif,2istandif,True,10,9,10-19,0-9,levanti_harakat_prediction
يِتْشَرَّع,yitsharra3,yitsharra3,True,10,10,10-19,10-19,levanti_harakat_prediction
مْفَضَّل عرَاسِي مِن فَوْق,mfaddil 3araasi min fooq,mfaddall 3ard wu2ilfaq minasi,False,26,24,20-29,20-29,levanti_harakat_prediction
وْغُوش,waghwish,waghwish,True,6,8,0-9,0-9,levanti_harakat_prediction
اِقْتِرَاح,2iqtiraa7,2iqtiraa7,True,10,9,10-19,0-9,levanti_harakat_prediction
هَزَائِم,hazaa2im,hazaa2im,True,8,8,0-9,0-9,levanti_harakat_prediction
خِجِل,khajjal,khajjal,True,5,7,0-9,0-9,levanti_harakat_prediction
حَكِيْم,7akiim,7akiim,True,7,6,0-9,0-9,levanti_harakat_prediction
مَهْزُوْر,mahzuur,mahzuur,True,9,7,0-9,0-9,levanti_harakat_prediction
أَوْفَد,2awfad,2awfad,True,7,6,0-9,0-9,levanti_harakat_prediction
شَوَّش,shawwash,shawwish,False,6,8,0-9,0-9,levanti_harakat_prediction
يَدْيُوْن,ydeewin,ydaywin,False,9,7,0-9,0-9,levanti_harakat_prediction
مِرْكَاس,mirkaas,mirkaas,True,8,7,0-9,0-9,levanti_harakat_prediction
تِمَلَّى,tmalla,tmalla,True,8,6,0-9,0-9,levanti_harakat_prediction
فْرَايْحِي,faraay7i,fraaya7i,False,10,8,10-19,0-9,levanti_harakat_prediction
تِقْصَى,tqassa,tqassa,True,7,6,0-9,0-9,levanti_harakat_prediction
اِنْطَفَس,2intifis,2intafas,False,9,8,0-9,0-9,levanti_harakat_prediction
أَهْوَن بَلَا,2ahwan bala,2ahwan bala,True,13,11,10-19,10-19,levanti_harakat_prediction
مُوَاطَنِة,muwaatane,muutaataane,False,10,9,10-19,0-9,levanti_harakat_prediction
قِرْقَد,qarqid,qarqad,False,7,6,0-9,0-9,levanti_harakat_prediction
يِتْبَعَّز,yitba33az,yitba33az,True,10,9,10-19,0-9,levanti_harakat_prediction
اُعْطُس,2u3tus,2i3tas,False,7,6,0-9,0-9,levanti_harakat_prediction
نَمْلِيِّة,namliyye,namliyye,True,10,8,10-19,0-9,levanti_harakat_prediction
يِلْقِي اللَّوْم,yulqi 2illoom,yluqqi 2illamwa,False,16,13,10-19,10-19,levanti_harakat_prediction
مْهَمَّز,mahmiz,mhammaz,False,8,6,0-9,0-9,levanti_harakat_prediction
تْهَزِّز,thazzaz,thazzaz,True,8,7,0-9,0-9,levanti_harakat_prediction
يْطَاوِع,ytaawi3,ytaawi3,True,8,7,0-9,0-9,levanti_harakat_prediction
عَلِي,3ali,3alli,False,5,4,0-9,0-9,levanti_harakat_prediction
يِحْتِرِف,yi7tarif,yi7tirif,False,9,8,0-9,0-9,levanti_harakat_prediction
يِنفِرِم,yinifrim,yinfirim,False,8,8,0-9,0-9,levanti_harakat_prediction
سَوَاحِل,sawaa7il,sawaa7il,True,8,8,0-9,0-9,levanti_harakat_prediction
هْتَيْكِة,hattiike,hatiike,False,9,8,0-9,0-9,levanti_harakat_prediction
أَبُوْس إِيدَك,2abuus 2iidak,2abu siidak,False,14,13,10-19,10-19,levanti_harakat_prediction
اِرْتَوَى,2irtawa,2irtawa,True,9,7,0-9,0-9,levanti_harakat_prediction
مَهَابِيْش,mahaabiish,mahaabiish,True,10,10,10-19,10-19,levanti_harakat_prediction
حَكَاوِي,7akaawi,7akaawi,True,8,7,0-9,0-9,levanti_harakat_prediction
دَسِت,dist,dassit,False,5,4,0-9,0-9,levanti_harakat_prediction
تِوْدَايِة,tuudaaye,tiwdaaye,False,10,8,10-19,0-9,levanti_harakat_prediction
وْغَيْرُه,wugheero,wugheer,False,9,8,0-9,0-9,levanti_harakat_prediction
بَرُط حُوْمِة,bart 7oome,bart 7uume,False,13,10,10-19,10-19,levanti_harakat_prediction
شَيْطَانِي,shaytaani,shaytaani,True,10,9,10-19,0-9,levanti_harakat_prediction
خِطِيِّة,khatiyye,khatiyye,True,8,8,0-9,0-9,levanti_harakat_prediction
تِصْفُن,tsaffan,tsaffan,True,7,7,0-9,0-9,levanti_harakat_prediction
سْمُوم,samuum,sammuum,False,6,6,0-9,0-9,levanti_harakat_prediction
مَكْتَب,maktab,mkattib,False,7,6,0-9,0-9,levanti_harakat_prediction
اِتْنَافَس,2itnaafas,2itnaafas,True,10,9,10-19,0-9,levanti_harakat_prediction
لَسْعَة,las3a,las3a,True,7,5,0-9,0-9,levanti_harakat_prediction
هَلْقِيْت,halqeet,halqiitha,False,9,7,0-9,0-9,levanti_harakat_prediction
يِتْوَقَّع,yitwaqqa3,yitwaqqa3,True,10,9,10-19,0-9,levanti_harakat_prediction
هَافِت,haafit,haafit,True,6,6,0-9,0-9,levanti_harakat_prediction
مِسْوَاطَة,miswaata,miswaata,True,10,8,10-19,0-9,levanti_harakat_prediction
شَقِي,shaqi,shaqi,True,5,5,0-9,0-9,levanti_harakat_prediction
تْحَرِّي,ta7arri,ta7arri,True,8,7,0-9,0-9,levanti_harakat_prediction
صِنّ,sannat,sann,False,4,6,0-9,0-9,levanti_harakat_prediction
طَوْبَن,toobin,tooban,False,7,6,0-9,0-9,levanti_harakat_prediction
وَاطِي,waati,waati,True,6,5,0-9,0-9,levanti_harakat_prediction
أَبْيَض,2abyad,2abyad,True,7,6,0-9,0-9,levanti_harakat_prediction
